,index,Position,Age,Name,Goals,Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG,npxG,xA,npxG+xA,Shots Total,Shots on target,Shots on target %,Goals/Shot,Goals/Shot on target,Average Shot Distance,Shots from free kicks,npxG/Sh,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Live-ball passes,Dead-ball passes,Passes from Free Kicks,Through Balls,Passes Under Pressure,Switches,Crosses,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Ground passes,Low Passes,High Passes,Passes Attempted (Left),Passes Attempted (Right),Passes Attempted (Head),Throw-Ins taken,Passes Attempted (Other),Passes Offside,Passes Out of Bounds,Passes Intercepted,Passes Blocked,Shot-Creating Actions,SCA (PassLive),SCA (PassDead),SCA (Drib),SCA (Sh),SCA (Fld),SCA (Def),Goal-Creating Actions,GCA (PassLive),GCA (PassDead),GCA (Drib),GCA (Sh),GCA (Fld),GCA (Def),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Contested,% of dribblers tackled,Dribbled Past,Pressures,Successful Pressures,Successful Pressure %,Pressures (Def 3rd),Pressures (Mid 3rd),Pressures (Att 3rd),Blocks,Shots Blocked,Shots Saved,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Dribbles Completed,Dribbles Attempted,Successful Dribble %,Players Dribbled Past,Nutmegs,Carries,Total Carrying Distance,Progressive Carrying Distance,Progressive Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Pass Targets,Passes Received,Passes Received %,Progressive Passes Rec,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials won,Aerials lost,% of Aerials Won,Market value
1540,5213,Left-Back,27,Robin Gosens,0.36,0.13,0.36,0,0,0.33,0.03,0.25,0.25,0.1,0.35,1.92,0.81,42.40%,0.19,0.44,11.9,0,0.13,0.14,0.14,47.93,58.4,82.10%,775.89,309.24,25.23,28.58,88.30%,19.09,23.09,82.70%,2.8,4.78,58.50%,0.88,3.58,1.4,0.33,6.8,50.46,7.93,0.46,0.03,7.28,0.91,1.56,0.07,0.03,0.03,0,38.46,12.52,7.41,42.43,5.46,1.66,7.41,0.16,0.1,0.59,2.15,1.46,2.08,1.66,0.07,0.07,0.16,0.07,0.07,0.23,0.16,0.03,0,0,0.03,0,1.79,0.91,0.78,0.68,0.33,0.49,1.3,37.50%,0.81,11.9,3.8,32.00%,3.02,4.91,3.97,1.69,0.23,0.03,1.69,3.48,1.46,0.03,68.96,2.24,14.79,32.58,24.81,3.77,61.09,0.49,0.98,50.00%,0.52,0,41.85,178.34,103.69,4.68,1.59,0.33,1.07,0.59,53.68,46.17,86.00%,3.74,0.03,1.89,0.94,0.29,0.03,0.07,0.03,7.25,1.5,0.85,63.90%,€35.00
1541,5214,Left Winger,23,Robin Hack,0,0,0,0,0,0.12,0,0.16,0.16,0.11,0.27,2.31,0.36,15.80%,0,0,20.9,0.12,0.07,-0.16,-0.16,23.35,31.99,73.00%,375.69,99.61,12.04,13.86,86.80%,8.15,10.58,77.00%,1.95,4.38,44.40%,1.09,1.7,1.22,0.12,3.28,29.31,2.68,0.61,0,7.42,1.09,1.09,0.73,0.36,0,0,22.26,3.28,6.45,4.5,25.3,1.34,0.49,0.24,0.24,0.85,0.97,1.09,2.07,1.58,0,0.24,0.24,0,0,0,0,0,0,0,0,0,0.73,0.61,0.24,0.36,0.12,0.24,1.58,15.40%,1.34,18,4.99,27.70%,3.04,9.12,5.84,1.09,0,0,0.73,1.46,0.73,0,46.22,0.49,5.23,22.14,22.5,3.41,43.54,2.31,4.5,51.40%,2.43,0.36,36.24,197.76,89.15,5.35,1.46,0.73,2.19,2.68,44.03,32.23,73.20%,6.57,0,1.09,1.7,0.12,0,0,0,6.69,0.24,2.07,10.50%,€3.00
1542,5215,Centre-Back,29,Robin Knoche,0.03,0,0.03,0,0,0.19,0,0.02,0.02,0.01,0.03,0.29,0.11,36.40%,0.09,0.25,11.6,0,0.08,0,0,45.32,52.88,85.70%,1084.66,318.94,8.76,9.92,88.30%,24.92,26.69,93.40%,11.16,15.37,72.60%,0.13,1.83,0.05,0,1.83,51.06,1.83,1.69,0.03,4.92,1.64,0,0,0,0,0,39.66,4.07,9.15,8.41,40.03,3.07,0.13,0.08,0.24,1.32,0.61,0.98,0.5,0.4,0.08,0,0.03,0,0,0.05,0.05,0,0,0,0,0,1.32,0.93,0.98,0.34,0,0.48,1.14,41.90%,0.66,10.29,3.78,36.80%,6.48,3.33,0.48,1.9,0.93,0,1.48,2.8,5.95,0.05,64.1,8.94,40.08,27.59,1.46,0.56,62.35,0.21,0.32,66.70%,0.24,0,38.55,219.66,113.41,1.51,0.19,0,0.24,0.4,40.32,39.47,97.90%,0,0,1.01,0.34,0.11,0,0.03,0,10.85,2.43,2.2,52.60%,€7.50
1543,5217,Centre-Back,25,Robin Le Normand,0,0.02,0,0,0,0.19,0,0.04,0.04,0,0.04,0.51,0.05,9.10%,0,0,12,0,0.08,-0.04,-0.04,50.12,55.96,89.60%,1079.37,267.08,13.27,14.43,92.00%,27.45,29.4,93.40%,9.07,11.46,79.10%,0.05,2.39,0.14,0.02,2.81,54.06,1.9,1.62,0,6.06,1.51,0.12,0,0,0,0,44.59,3.55,7.82,4.97,45.5,2.9,0.14,0.16,0.12,0.95,0.39,0.63,0.37,0.26,0.02,0,0.05,0.05,0,0.12,0.07,0,0,0.02,0.02,0,1.07,0.58,0.74,0.28,0.05,0.35,0.79,44.10%,0.44,8.31,2.83,34.10%,4.85,3.13,0.32,1.25,0.63,0.02,1.35,2.41,5.68,0.05,66.22,10.86,35.34,33.71,2.09,0.93,64.41,0.07,0.09,75.00%,0.07,0,42.32,274.57,160.72,3.11,0.35,0,0.16,0.21,45.92,44.99,98.00%,0.14,0,1.39,0.58,0.02,0.02,0,0,9.4,4.34,1.81,70.60%,€25.00
1544,5219,Second Striker,28,Robin Quaison,0.44,0.11,0.33,0.11,0.11,0.11,0,0.47,0.38,0.2,0.58,2.84,1.2,42.30%,0.12,0.27,18.8,0.11,0.14,-0.03,-0.05,13.98,19.77,70.70%,199.77,44.34,8.41,10.49,80.20%,4.04,6.12,66.10%,0.87,1.86,47.10%,0.76,0.87,0.11,0,0.76,19.22,0.55,0,0.11,5.46,0.33,0.44,0,0,0,0,11.8,4.7,3.28,2.51,13.76,1.42,0.11,0.66,0.11,0.44,0.55,0.76,1.75,1.09,0,0.44,0,0.11,0.11,0.33,0.22,0,0,0,0.11,0,0.76,0.33,0.22,0.33,0.22,0.22,0.76,28.60%,0.55,21.19,5.02,23.70%,2.95,11.69,6.55,0.76,0,0,0.66,1.42,0.33,0,29.38,0.55,3.17,15.18,13,3.82,28.62,1.75,2.51,69.60%,1.97,0,19.44,85.85,42.71,1.86,1.2,0.33,1.31,1.31,44.67,19.55,43.80%,4.92,0,1.53,0.55,0.22,0,0,0,5.68,1.75,4.04,30.20%,€7.50
1545,5222,Centre-Back,24,Robson Bambu,0,0,0,0,0,0.12,0.12,0.01,0.01,0,0.01,0.24,0.12,50.00%,0,0,13.2,0,0.06,-0.01,-0.01,63.75,71.61,89.00%,1329.68,406.57,17.9,19.23,93.10%,34.96,37.5,93.20%,10.28,13.31,77.30%,0,2.3,0,0,2.3,69.8,1.81,1.45,0,5.69,0.97,0,0,0,0,0,61.69,3.27,6.65,15,54.19,1.45,0.36,0.36,0,0.97,1.09,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0.97,1.09,0.36,0,0.48,0.85,57.10%,0.36,8.71,3.63,41.70%,5.69,2.42,0.6,0.85,0.48,0,1.09,2.54,5.81,0,81.9,14.76,50.56,34.84,1.21,0.48,80.2,0.36,0.36,100.00%,0.36,0,58.31,353.1,170.69,4.23,0.12,0,0.36,0.6,62.42,60.85,97.50%,0.12,0,0.97,0.85,0,0,0,0,9.56,1.45,1.94,42.90%,€3.50
1546,5225,Defensive Midfield,25,Rodri,0.09,0.05,0.07,0.02,0.02,0.16,0,0.07,0.06,0.05,0.1,0.9,0.21,23.10%,0.08,0.33,18.3,0,0.06,0.02,0.01,82.26,89.1,92.30%,1655.02,329.03,30.57,32.15,95.10%,37.76,40.1,94.20%,13.23,15.27,86.60%,0.76,7.83,0.74,0.02,5.31,87.75,1.34,1.25,0.14,14.02,3.08,0.37,0,0,0,0,69.56,7.76,11.77,13.61,70.88,2.71,0.09,0.3,0.09,0.6,1.23,1,2.34,1.92,0.02,0.14,0.12,0.05,0.09,0.23,0.19,0,0.02,0,0,0.02,2.53,1.76,1.04,1.16,0.32,1.04,2.02,51.70%,0.97,16.02,5.59,34.90%,4.77,8.58,2.67,1.34,0.35,0.02,1.48,4.01,2.02,0.05,98.25,3.15,19.59,63.46,20.88,1.55,97.19,0.63,0.93,67.50%,0.63,0.05,69.37,286.16,138.6,5.63,1.51,0.21,0.37,0.7,78.87,76.7,97.20%,1.6,0,1.81,1.16,0.05,0,0,0,11.8,2.48,0.74,77.00%,€70.00
1547,5226,Second Striker,30,Rodrigo,0.4,0.1,0.35,0.05,0.05,0.35,0,0.34,0.3,0.24,0.53,2.57,0.99,38.50%,0.13,0.35,17,0,0.12,0.06,0.05,26.9,35.7,75.30%,486,120.96,12.91,16.12,80.10%,10.09,12.31,81.90%,3.26,5.09,64.10%,2.08,2.57,1.38,0.45,3.31,34.22,1.48,0.35,0.4,7.42,1.38,1.24,0.25,0.1,0.15,0,22.95,7.07,5.69,28.58,3.76,1.78,0.25,0.4,0,0.49,2.13,0.45,3.96,3.26,0.1,0.25,0.2,0.05,0.1,0.45,0.25,0,0.1,0.05,0.05,0,1.29,0.84,0.59,0.4,0.3,0.2,1.14,17.40%,0.94,16.66,4.7,28.20%,2.67,7.71,6.28,0.45,0,0,0.74,2.03,1.09,0,47.97,1.19,6.87,23.29,20.77,4.15,46.53,0.89,1.73,51.40%,0.99,0,31.99,159.43,65.87,4.3,1.34,0.49,2.62,1.58,51.28,36,70.20%,8.95,0,1.19,1.14,0.25,0,0,0,6.13,1.43,2.13,40.30%,€18.00
1548,5227,Attacking Midfield,21,Rodrigo,0.08,0.16,0.08,0,0,0.08,0,0.1,0.1,0.1,0.21,1.35,0.48,35.30%,0.06,0.17,18.1,0,0.08,-0.02,-0.02,33.43,40.72,82.10%,585.16,161.62,16.08,18.06,89.00%,12.44,14.74,84.40%,3.88,5.94,65.30%,1.19,3.09,2.06,0.16,4.91,39.85,0.87,0.24,0.08,5.39,0.71,1.66,0.24,0.08,0.08,0,32.48,3.88,4.36,36.68,2.93,0.63,0.4,0,0,0.63,1.66,1.35,2.38,1.98,0,0.08,0.08,0.24,0,0.24,0.24,0,0,0,0,0,1.19,0.79,0.63,0.4,0.16,0.48,1.51,31.60%,1.03,12.36,3.57,28.80%,3.33,5.55,3.49,1.43,0.08,0,0.32,1.51,0.32,0,51.5,0.32,7.05,24.96,23.21,3.25,50.7,1.35,2.22,60.70%,1.43,0,42.07,234.51,113.37,6.1,1.82,0.79,1.98,1.43,47.85,40.33,84.30%,5.39,0,0.32,1.9,0.08,0,0,0,5.78,0.08,1.19,6.30%,€5.00
1549,5228,Central Midfield,30,Rodrigo Battaglia,0.05,0,0.05,0,0,0.45,0,0.05,0.05,0.01,0.05,0.65,0.2,30.80%,0.08,0.25,16.1,0,0.07,0.01,0.01,37.78,44.07,85.70%,713.86,150.47,15.55,17.15,90.60%,16.25,17.81,91.20%,5.33,7.8,68.40%,0.15,2.72,0.2,0.05,2.06,41.65,2.41,2.21,0,7.19,1.21,0.2,0.1,0.05,0.05,0,32.15,5.23,6.69,7.55,32.05,3.17,0,0.1,0.1,0.7,0.86,0.91,0.75,0.55,0,0,0.1,0.05,0.05,0.05,0.05,0,0,0,0,0,1.86,1.21,0.6,1.01,0.25,0.6,1.96,30.80%,1.36,15.29,4.13,27.00%,5.48,8.55,1.26,1.46,0.55,0,0.86,2.72,2.47,0,52.92,3.57,15.34,34.41,6.89,1.16,50.86,0.8,1.01,80.00%,0.91,0,34.26,204.6,93.82,3.47,1.26,0,0.65,0.75,36.57,34.06,93.10%,0.7,0,1.91,1.06,0,0,0,0,9.21,1.81,1.21,60.00%,€2.50
1550,5229,Centre-Back,25,Rodrigo BecÃ£o,0.03,0.03,0.03,0,0,0.14,0,0.03,0.03,0.02,0.05,0.44,0.05,12.50%,0.06,0.5,12.8,0,0.06,0,0,37.25,42.5,87.60%,725.47,242.17,12.71,13.55,93.80%,19.02,20.27,93.80%,4.9,7.43,65.90%,0.27,2.18,0.19,0.05,1.74,40.21,2.29,2.04,0,3.7,0.95,0.22,0,0,0,0,34.72,2.83,4.95,3.43,36.84,0.95,0.22,0.19,0.08,0.44,0.57,0.87,0.57,0.46,0,0,0.03,0.03,0.05,0.03,0.03,0,0,0,0,0,2.45,1.58,1.39,0.9,0.16,0.82,1.8,45.50%,0.98,13.17,5.09,38.60%,7.7,4.49,0.98,1.93,1.06,0.03,1.41,3.86,4.05,0.08,53.08,8.08,27.34,24.49,4.22,0.9,51.15,0.19,0.3,63.60%,0.19,0.03,32.48,159.08,96.53,2.64,0.54,0.05,0.24,0.24,35.12,33.87,96.40%,0.41,0,1.77,1.61,0.03,0,0.05,0,6.42,2.01,1.25,61.70%,€5.00
1551,5230,Central Midfield,24,Rodrigo Bentancur,0,0.17,0,0,0,0.23,0.03,0.03,0.03,0.09,0.11,0.6,0.17,28.60%,0,0,23,0,0.05,-0.03,-0.03,58.21,66.15,88.00%,1120.42,270.77,22.4,24.34,92.00%,27.13,29.63,91.50%,7.86,10.13,77.50%,1.17,5.78,0.65,0.17,5.35,63.93,2.22,1.57,0.17,10.59,1.85,0.46,0.51,0.2,0.23,0,54.02,4.87,7.26,12.75,50.18,1.91,0.11,0.11,0.11,0.63,1.42,1.45,2.73,2.08,0.28,0,0.11,0.03,0.23,0.4,0.31,0,0,0.03,0,0.06,2.82,1.82,1,1.39,0.43,0.63,1.99,31.40%,1.37,21.01,5.83,27.80%,6.63,10.22,4.16,1.96,0.51,0,2.19,5.01,1.42,0.06,76.65,3.59,18.61,47.82,15.06,0.83,74.66,0.6,1,60.00%,0.68,0,53.31,255.71,121.17,3.87,1.54,0.17,0.8,1.17,57.78,54.42,94.20%,1.62,0.03,1.79,1.2,0.09,0,0,0,10.56,1.28,1.11,53.60%,€30.00
1552,5231,Central Midfield,27,Rodrigo De Paul,0.2,0.22,0.15,0.05,0.05,0.17,0.05,0.17,0.13,0.25,0.38,1.99,0.52,26.30%,0.08,0.29,23.3,0.22,0.07,0.03,0.02,42.99,57.41,74.90%,933.71,326.41,15.41,18.5,83.30%,17.58,21.51,81.70%,9.37,15.49,60.50%,2.19,5.62,2.49,0.47,7.16,50.72,6.69,3.85,0.37,8.68,3.7,2.64,2.41,0.77,1.14,0.2,36.2,7.56,13.65,1.19,54.82,0.57,0.42,0.22,0.27,1.32,2.34,1.52,4,2.41,0.87,0.27,0.15,0.25,0.05,0.5,0.32,0.05,0.05,0.05,0.02,0,1.54,0.8,0.65,0.8,0.1,0.72,2.06,34.90%,1.34,16.81,4.23,25.10%,5.94,7.71,3.16,1.67,0.15,0,0.87,2.41,0.94,0.05,71.23,1.22,12.73,38.51,27.1,1.62,65.56,2.49,3.83,64.90%,2.59,0.07,53.95,331.11,191.14,8.45,3.11,0.42,1.64,2.11,58.62,52.26,89.10%,3.75,0.02,1.52,3.56,0,0,0.02,0,7.26,0.22,0.52,30.00%,€40.00
1553,5234,Centre-Forward,39,Rodrigo Palacio,0.22,0.22,0.22,0,0,0.16,0,0.33,0.33,0.19,0.52,1.89,0.86,45.70%,0.11,0.25,12.7,0,0.17,-0.11,-0.11,26.85,34.73,77.30%,422.44,85.15,15.37,17.96,85.60%,8.03,10.35,77.60%,2.48,4.1,60.50%,1.35,1.24,1.29,0.49,2.1,31.87,2.86,0.16,0.16,6.79,0.7,2.05,0,0,0,0,23.3,5.61,5.82,5.02,26.26,1.94,0.27,0.27,0.11,0.59,0.97,0.75,3.24,2.48,0.05,0.22,0.22,0.16,0.11,0.59,0.43,0,0,0.05,0.05,0.05,0.75,0.59,0.11,0.27,0.38,0.05,0.49,11.10%,0.43,15.8,4.64,29.40%,1.29,5.99,8.52,0.81,0.05,0,0.22,0.97,0.65,0,47.78,1.13,3.67,22.32,25.51,5.93,45.08,1.46,2.7,54.00%,1.62,0.05,33.6,196.29,100.95,5.61,1.51,1.51,2.8,2.32,61.58,37.75,61.30%,11.05,0,1.51,2.97,1.02,0.05,0,0,4.1,1.35,2.59,34.20%,"€400Th. Last update: Jun 3, 2021"
1554,5237,Right Winger,20,Rodrygo,0.17,0.35,0.17,0,0,0.17,0,0.27,0.27,0.18,0.45,2.6,0.87,33.30%,0.07,0.2,15.2,0.06,0.1,-0.09,-0.09,34.1,40.87,83.50%,461.39,129.02,22.25,23.7,93.90%,9.77,11.79,82.80%,1.16,2.95,39.20%,1.39,2.08,1.85,0.35,3.29,39.77,1.1,0.06,0.06,6.42,0.46,1.73,0.58,0.29,0.12,0,32.83,4.34,3.7,3.76,34.8,0.81,0.46,0.69,0.29,0.4,1.21,1.62,3.18,2.54,0.06,0.29,0.12,0.17,0,0.69,0.58,0,0.12,0,0,0,1.5,0.87,0.87,0.4,0.23,0.23,1.73,13.30%,1.5,18.84,3.99,21.20%,4.05,8.21,6.59,1.62,0,0,1.39,2.89,0.52,0,55.9,0.58,7.28,23.7,29.65,6.19,54.8,1.56,3.82,40.90%,1.91,0.17,43.06,228.21,158.5,8.73,2.66,1.33,2.08,1.73,57.23,44.45,77.70%,7.92,0,1.1,2.31,0.4,0,0,0,4.22,0.58,1.85,23.80%,€35.00
1555,5238,Centre-Forward,28,Roger AssalÃ©,0.19,0.19,0.19,0,0,0,0,0.14,0.14,0.1,0.23,1.35,0.39,28.60%,0.14,0.5,18,0,0.09,0.06,0.06,12.75,17.77,71.70%,213.99,51.57,7.34,9.85,74.50%,4.25,5.41,78.60%,1.16,1.93,60.00%,0.39,0.58,0.77,0,1.93,16.8,0.97,0.39,0,3.48,0.39,0.39,0,0,0,0,13.13,3.09,1.55,2.9,13.52,0.97,0,0,0,0.39,1.35,0.39,1.35,0.58,0,0.19,0.19,0.39,0,0.58,0.19,0,0,0.19,0.19,0,1.16,0.97,0.19,0.58,0.39,0.58,1.55,37.50%,0.97,17,4.44,26.10%,1.16,8.88,6.95,0.77,0.39,0,0.97,2.12,0.19,0,30.9,0.39,3.28,15.45,15.84,4.06,30.32,1.16,1.74,66.70%,1.35,0.19,23.18,118.2,62,3.67,2.32,0.58,2.32,4.06,42.1,22.4,53.20%,8.11,0,1.74,2.51,0.97,0.19,0,0,3.09,0.77,2.32,25.00%,€2.50
1556,5239,Centre-Back,23,Roger Ibanez,0.08,0.05,0.08,0,0,0.27,0.03,0.05,0.05,0.02,0.07,0.67,0.16,24.00%,0.12,0.5,10.7,0,0.08,0.03,0.03,54.5,62.24,87.60%,1151.7,350.89,17.6,18.97,92.80%,27.44,29.47,93.10%,9.16,12.98,70.60%,0.32,3.79,0.13,0.03,3.15,58.9,3.34,2.3,0.08,4.25,2,0.08,0,0,0,0,48.81,5.4,8.04,11.81,46.06,2.38,0.96,0.19,0.05,1.02,1.04,1.12,0.99,0.83,0,0.03,0.03,0.03,0.08,0.16,0.13,0,0,0,0,0.03,2.35,1.55,1.58,0.64,0.13,0.85,1.52,56.10%,0.67,11.97,4.25,35.50%,7.05,4.14,0.77,1.71,0.59,0.03,2.51,4.86,3.95,0.03,73.41,8.39,35.32,39.22,3.79,1.12,70.45,0.72,1.1,65.90%,0.8,0.03,49.63,303.15,161.97,4.62,0.83,0.03,0.35,0.37,50.12,49.29,98.30%,0.21,0.03,1.76,1.5,0,0,0.08,0.03,9.27,1.98,1.31,60.20%,€25.00
1557,5240,Centre-Forward,30,Roger MartÃ­,0.39,0.07,0.32,0.07,0.14,0.25,0,0.37,0.26,0.07,0.33,1.77,0.71,40.00%,0.18,0.45,15.3,0,0.15,0.02,0.06,13.67,19.93,68.60%,204.18,44.93,7.82,10.06,77.80%,4,5.91,67.70%,0.96,1.81,52.90%,0.64,1.03,0.53,0,1.7,18.23,1.7,0,0.14,5.42,0.39,0.35,0,0,0,0,13.42,3.54,2.97,2.09,16,0.74,0,0.5,0.14,0.46,1.31,0.6,1.17,0.99,0,0,0.14,0,0.04,0.14,0.14,0,0,0,0,0,0.78,0.53,0.21,0.32,0.25,0.25,0.89,28.00%,0.64,18.45,3.54,19.20%,1.52,8.92,8,0.74,0.14,0,0.18,0.96,0.35,0,29.03,0.32,1.84,15.01,13.56,4.07,27.19,0.5,0.96,51.90%,0.5,0,17.42,65.57,24.47,1.84,0.67,0.28,2.27,1.24,41.64,21.07,50.60%,6.94,0,2.41,1.17,0.57,0,0,0,3.33,0.81,2.48,24.70%,€8.00
1558,5242,Left-Back,23,RogÃ©rio,0,0.04,0,0,0,0.23,0,0.02,0.02,0.09,0.12,0.61,0.15,25.00%,0,0,21.7,0,0.04,-0.02,-0.02,51.1,61.1,83.60%,874.58,258.45,24.7,26.55,93.00%,20.76,23.52,88.20%,4.73,8.98,52.70%,0.98,2.5,1.06,0.57,3.03,52.88,8.22,1.33,0,7.2,1.97,2.92,0.95,0.15,0.68,0,41.97,10.38,8.75,49.24,4.05,1.17,5.95,0.19,0.15,0.61,1.17,1.59,1.93,1.4,0.34,0.04,0.04,0.04,0.08,0.04,0.04,0,0,0,0,0,1.17,0.76,0.53,0.45,0.19,0.64,1.14,56.70%,0.49,10.11,3.26,32.20%,4.36,3.67,2.08,1.82,0.23,0.04,1.4,2.58,2.58,0.04,71.74,4.28,22.54,33.37,20.15,1.44,63.9,0.68,1.55,43.90%,0.83,0.15,48.52,245.72,136.48,5.8,1.86,0.34,0.83,0.8,50.64,47.61,94.00%,1.93,0,1.1,1.67,0.04,0,0,0,8.11,0.95,0.83,53.20%,€6.00
1559,5244,Right Winger,24,Roland Sallai,0.48,0.18,0.42,0.06,0.06,0.24,0,0.35,0.3,0.08,0.39,2.45,0.95,39.00%,0.17,0.44,16.1,0.12,0.12,0.13,0.11,18.44,25.66,71.90%,340.72,113.99,8.83,11.28,78.30%,6.62,8.59,77.10%,2.69,4.18,64.30%,0.84,2.09,1.19,0.6,3.04,24.89,0.78,0.3,0.18,6.57,0.72,2.03,0.06,0.06,0,0,15.1,5.49,5.07,4.77,18.02,0.78,0.42,0.24,0.24,0.54,1.13,0.6,1.73,1.13,0.06,0,0.06,0.48,0,0.36,0.18,0,0,0,0.18,0,1.01,0.54,0.3,0.54,0.18,0.12,0.66,18.20%,0.54,14.44,3.46,24.00%,2.03,7.52,4.89,0.66,0.06,0,0.54,1.55,0.78,0,38.08,0.72,4.77,18.74,17.79,3.1,37.18,0.78,2.21,35.10%,0.9,0.06,26.86,140.55,77.11,4.24,1.61,0.48,1.79,1.43,44.94,28.47,63.30%,6.57,0,2.33,3.04,0.6,0.12,0,0,5.19,1.73,3.16,35.40%,€16.00
1560,5247,Defensive Midfield,24,Rolando Mandragora,0.11,0.08,0.11,0,0,0.31,0.04,0.13,0.13,0.05,0.18,1.68,0.5,29.50%,0.07,0.23,20.9,0.08,0.08,-0.02,-0.02,36.56,44.71,81.80%,663.66,160.22,15.86,17.95,88.30%,15.74,17.88,88.10%,4.19,7.09,59.10%,0.95,3.28,0.69,0.23,3.09,39.91,4.8,3.09,0,6.44,1.41,0.88,1.22,0.57,0.42,0,30.08,5.68,8.96,34.38,7.66,1.75,0.08,0.08,0.08,0.61,0.72,1.11,2.13,1.45,0.27,0.08,0.11,0.15,0.08,0.31,0.15,0.08,0,0.08,0,0,1.45,0.88,0.53,0.53,0.38,0.38,1.83,20.80%,1.45,19.06,4.76,25.00%,6.21,8.88,3.96,1.41,0.31,0,0.99,2.44,1.56,0,53.75,1.83,11.25,30.19,14.49,1.49,49.21,0.65,0.95,68.00%,0.69,0.04,30.46,119.35,62.94,2.29,0.69,0.23,0.65,0.57,36.21,31.64,87.40%,2.02,0.04,2.1,1.68,0.08,0,0.04,0,10.9,1.03,0.8,56.30%,€14.00
1561,5252,Right Winger,25,Romain Del Castillo,0,0.36,0,0,0,0.36,0,0.14,0.14,0.22,0.36,1.61,0.18,11.10%,0,0,19.2,0.36,0.09,-0.14,-0.14,31.91,45,70.90%,494.46,146.29,19,23.67,80.30%,9.86,13.27,74.30%,2.33,5.38,43.30%,1.97,1.79,1.61,0.36,3.05,43.03,1.97,0.72,0,8.96,1.08,3.05,0.72,0.36,0.36,0,33.17,5.74,6.1,36.22,6.81,0.9,0.54,0.18,0.18,1.43,2.87,1.26,4.48,3.05,0.36,0.54,0.18,0.36,0,0.54,0.18,0.18,0,0,0.18,0,4.84,2.87,1.08,2.33,1.43,1.61,5.02,32.10%,3.41,28.86,9.5,32.90%,4.66,15.24,8.96,1.26,0,0,0.72,5.56,0.36,0,66.33,0.36,7.89,29.76,33.88,4.48,64.18,2.87,5.2,55.20%,3.05,0.36,50.56,216.39,116.18,7.53,2.33,1.97,4.48,4.12,61.67,46.97,76.20%,10.04,0,2.33,2.51,0.36,0.18,0,0,8.96,0.54,1.43,27.30%,€3.50
1562,5253,Left Midfield,23,Romain Faivre,0.28,0.22,0.11,0.17,0.17,0.03,0,0.29,0.17,0.16,0.32,1.65,0.62,37.30%,0.07,0.18,20.7,0.25,0.1,-0.01,-0.06,35.57,44.02,80.80%,628.27,184.84,17.51,19.86,88.20%,12.78,14.91,85.70%,4.42,7.3,60.50%,1.68,2.96,1.31,0.17,4.45,38.82,5.2,1.37,0.17,5.82,2.01,1.68,2.6,1.57,0.5,0.2,32.44,4.64,6.94,36.11,6.21,0.67,0.45,0.11,0.11,0.67,1.34,0.92,3.97,2.01,1.15,0.22,0.22,0.36,0,0.48,0.14,0.17,0.03,0.08,0.06,0,2.01,1.45,0.9,0.76,0.36,0.64,1.43,45.10%,0.78,15.49,5.06,32.70%,4.56,6.94,4,0.92,0,0,0.98,2.99,0.53,0,56.97,1.06,9.2,27.55,26.88,2.71,51.8,2.41,4.11,58.50%,2.6,0.06,42.06,300.43,177.59,7.44,3.61,0.53,2.15,1.85,47.15,39.32,83.40%,4.45,0,0.87,2.07,0.03,0,0.03,0.03,6.94,0.53,0.81,39.60%,€13.00
