,index,Position,Age,Name,Goals,Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG,npxG,xA,npxG+xA,Shots Total,Shots on target,Shots on target %,Goals/Shot,Goals/Shot on target,Average Shot Distance,Shots from free kicks,npxG/Sh,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Live-ball passes,Dead-ball passes,Passes from Free Kicks,Through Balls,Passes Under Pressure,Switches,Crosses,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Ground passes,Low Passes,High Passes,Passes Attempted (Left),Passes Attempted (Right),Passes Attempted (Head),Throw-Ins taken,Passes Attempted (Other),Passes Offside,Passes Out of Bounds,Passes Intercepted,Passes Blocked,Shot-Creating Actions,SCA (PassLive),SCA (PassDead),SCA (Drib),SCA (Sh),SCA (Fld),SCA (Def),Goal-Creating Actions,GCA (PassLive),GCA (PassDead),GCA (Drib),GCA (Sh),GCA (Fld),GCA (Def),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Contested,% of dribblers tackled,Dribbled Past,Pressures,Successful Pressures,Successful Pressure %,Pressures (Def 3rd),Pressures (Mid 3rd),Pressures (Att 3rd),Blocks,Shots Blocked,Shots Saved,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Dribbles Completed,Dribbles Attempted,Successful Dribble %,Players Dribbled Past,Nutmegs,Carries,Total Carrying Distance,Progressive Carrying Distance,Progressive Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Pass Targets,Passes Received,Passes Received %,Progressive Passes Rec,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials won,Aerials lost,% of Aerials Won,Market value
1517,5159,Right-Back,26,Rick Karsdorp,0.02,0.14,0.02,0,0,0.18,0,0.02,0.02,0.15,0.17,0.23,0.09,40.00%,0.1,0.25,17.1,0,0.07,0.01,0.01,43.62,52.43,83.20%,848.79,260.72,16.11,18.28,88.20%,21.91,24.72,88.60%,5.36,7.96,67.30%,0.92,2.79,1.5,0.51,4.3,44.26,8.17,0.64,0.18,3.84,0.76,2.28,0,0,0,0,34.5,11.16,6.77,1.57,42.33,0.71,7.53,0.18,0.21,0.37,1.73,0.81,1.66,1.54,0,0.07,0.02,0.02,0,0.18,0.18,0,0,0,0,0,1.7,1.1,0.85,0.6,0.25,0.62,1.61,38.60%,0.99,11.39,3.48,30.50%,4.6,4.3,2.49,0.92,0.12,0,1.4,3.11,1.17,0,58.58,2.37,16.85,27.25,17.68,1.45,50.64,0.48,0.83,58.30%,0.55,0.09,36.9,171.14,79.67,3.57,1.13,0.32,0.62,0.39,41.39,37.5,90.60%,2.42,0,1.27,0.6,0.05,0,0,0,7.02,0.37,0.6,38.10%,€15.00
1518,5162,Left-Back,24,Rico Henry,0.14,0,0.14,0,0,0.14,0,0.07,0.07,0.04,0.11,0.35,0.14,40.00%,0.4,1,13.4,0,0.21,0.07,0.07,26.69,35.99,74.20%,455.27,139.16,12.48,14.49,86.10%,10.89,13.87,78.50%,2.7,5.2,52.00%,0.62,1.8,0.83,0.42,3.05,34.11,1.87,0.35,0,6.45,0.21,1.25,0,0,0,0,22.26,6.03,7.7,27.87,2.7,2.63,1.53,0.07,0,0.69,1.39,1.94,1.53,1.25,0,0.21,0,0.07,0,0,0,0,0,0,0,0,0.97,0.9,0.42,0.35,0.21,0.21,0.9,23.10%,0.69,11.37,3.61,31.70%,4.51,4.44,2.43,2.36,0.42,0,1.94,2.91,1.87,0,46.73,2.77,14.98,20.73,14.21,0.83,45,0.9,2.01,44.80%,0.9,0.07,30.44,141.73,68.78,2.98,1.04,0.14,0.55,1.94,31.13,26.76,86.00%,1.8,0,0.97,1.11,0.07,0,0,0,10.4,1.66,1.46,53.30%,€10.00
1519,5164,Right-Back,23,Ridle Baku,0.18,0.18,0.18,0,0,0.08,0,0.13,0.13,0.12,0.25,1.36,0.39,28.80%,0.13,0.47,18.3,0,0.1,0.05,0.05,32.75,43.9,74.60%,601.78,183.82,14.27,17.25,82.70%,13.66,17.57,77.80%,4.29,6.91,62.10%,1.39,1.99,1.39,0.5,3.35,37.93,5.97,0.39,0.1,6.94,1.28,2.3,0.37,0.1,0,0,26.31,8.8,8.8,7.49,29.45,1.28,5.21,0.05,0.08,0.55,2.07,2.09,2.77,2.15,0.13,0.13,0.13,0.16,0.08,0.39,0.34,0,0,0.03,0,0.03,1.68,0.89,0.71,0.73,0.24,0.6,1.52,39.70%,0.92,17.72,5.6,31.60%,5,6.96,5.76,2.2,0.1,0,1.44,3.12,0.97,0.03,56.83,1.44,11.18,26.6,22.41,2.77,51.02,1.15,2.43,47.30%,1.23,0.16,36.05,170.31,94.48,5.05,1.44,0.5,1.78,1.91,46.28,35.76,77.30%,6.52,0,1.13,1.28,0.29,0,0,0,7.96,0.6,1.39,30.30%,€25.00
1520,5167,Central Midfield,22,Riqui Puig,0.17,0,0.17,0,0,0.17,0,0.1,0.1,0.07,0.16,1.57,0.52,33.30%,0.11,0.33,19.1,0,0.06,0.07,0.07,88.6,95.77,92.50%,1445.07,270,50.16,52.95,94.70%,27.61,30.06,91.90%,8.91,10.49,85.00%,1.22,5.77,1.05,0,5.94,94.19,1.57,1.05,0.35,13.98,0.87,0,0.52,0.17,0,0,84.41,5.59,5.77,3.32,91.57,0.52,0,0.35,0.35,0.7,1.92,0.52,4.02,4.02,0,0,0,0,0,0.35,0.35,0,0,0,0,0,1.22,1.05,0.35,0.87,0,0.35,1.57,22.20%,1.22,19.75,3.84,19.50%,2.62,11.36,5.77,0.52,0,0,0.87,2.1,0,0,105.73,0.7,12.06,64.84,38.45,2.27,104.68,1.57,1.75,90.00%,1.57,0,79.86,432.7,205.51,10.49,5.59,0.52,2.1,1.22,99.44,93.15,93.70%,5.24,0,1.4,3.32,0,0,0,0,8.21,0.17,0.87,16.70%,€15.00
1521,5168,Right Winger,23,Ritsu Doan,0.13,0.04,0.13,0,0,0.08,0,0.18,0.18,0.14,0.32,2.56,0.63,24.60%,0.05,0.2,19.1,0.25,0.07,-0.05,-0.05,18.06,28.73,62.90%,314.48,131.07,9.03,10.96,82.40%,5.96,8.65,68.90%,2.31,6.85,33.70%,1.55,1.43,1.13,0.38,3.07,23.73,5,2.65,0.04,5.5,1.51,1.89,2.02,1.09,0.63,0.04,17.01,2.77,8.95,21.84,4.2,1.34,0.25,0.13,0.17,0.67,0.76,1.68,3.15,1.47,0.71,0.55,0.17,0.25,0,0.13,0.08,0,0.04,0,0,0,1.97,1.39,0.88,0.92,0.17,0.42,1.76,23.80%,1.34,21.5,6.43,29.90%,5.54,9.58,6.38,1.85,0.17,0,1.01,2.98,0.29,0,44.64,0.46,5.17,20.7,23.35,3.7,40.15,2.23,4.37,51.00%,2.73,0.38,30.53,155.6,93.61,5.33,2.18,0.88,2.73,2.81,45.11,27.68,61.40%,5.21,0,1.34,2.35,0.17,0.04,0,0,6.47,1.09,1.93,36.10%,€6.50
1522,5169,Right Winger,30,Riyad Mahrez,0.51,0.25,0.41,0.09,0.09,0,0,0.42,0.34,0.2,0.55,3.04,1.23,40.60%,0.14,0.33,16.3,0.28,0.11,0.09,0.07,42.71,51.06,83.60%,695.29,156.18,23.25,25.56,91.00%,15.6,18.03,86.50%,3.32,5.76,57.70%,1.87,1.49,2.47,0.35,3.83,48.08,2.97,0.41,0.16,7.37,1.33,3.1,2.02,0.82,0.06,0.32,39.76,4.14,7.15,45.9,3.64,0.6,0.47,0.03,0.16,0.57,1.04,0.79,3.99,2.82,0.28,0.22,0.32,0.25,0.09,0.79,0.57,0.03,0.06,0.06,0.03,0.03,1.11,0.66,0.13,0.66,0.32,0.35,1.61,21.60%,1.27,14.8,3.8,25.60%,1.99,6.45,6.36,0.89,0.09,0,0.76,1.87,0.16,0,62.83,0.63,3.8,22.87,41.28,7.75,59.82,1.65,2.91,56.50%,1.71,0.03,49.73,270.25,161.72,9.71,2.47,2.4,1.46,1.61,59.73,50.68,84.90%,7.66,0,0.57,1.9,0.44,0.03,0,0,5.47,0.44,0.85,34.10%,€42.00
1523,5172,Centre-Back,26,Rob Holding,0,0.04,0,0,0,0.04,0,0.04,0.04,0.01,0.04,0.67,0.11,16.70%,0,0,12.1,0,0.06,-0.04,-0.04,51.3,57.31,89.50%,1160.94,339.72,12.59,13.26,95.00%,28.12,29.6,95.00%,10.4,13.93,74.70%,0.15,4.23,0.19,0,3.42,56.01,1.3,0.93,0,4.27,1.78,0.15,0,0,0,0,45.54,3.75,8.02,6.61,47.51,1.93,0.37,0.19,0.07,1.23,0.71,0.74,0.45,0.41,0,0,0,0,0.04,0.07,0.07,0,0,0,0,0,1.49,0.97,1,0.26,0.22,0.33,0.82,40.90%,0.48,9.4,3.16,33.60%,5.42,3.16,0.82,2.12,1.37,0,1.15,2.64,5.98,0,68.94,11.03,36.66,33.8,2.82,0.93,67.64,0.3,0.33,88.90%,0.3,0,46.5,237.2,136.76,3.12,0.26,0,0.15,0.41,49.7,48.44,97.50%,0.07,0,1,0.26,0.07,0,0,0.04,7.61,2.64,2.04,56.30%,€18.00
1524,5173,Left Midfield,29,Robbie Brady,0,0.12,0,0,0,0.35,0,0.07,0.07,0.1,0.17,1.38,0.35,25.00%,0,0,20.8,0.46,0.05,-0.07,-0.07,20.86,32.15,64.90%,381.2,135.06,10.49,13.14,79.80%,6.91,10.83,63.80%,2.77,6.8,40.70%,0.69,2.19,0.58,0.46,2.88,30.54,1.61,0.81,0.23,7.38,0.92,2.3,0.35,0.23,0,0,16.02,5.53,10.6,22.24,4.84,3.69,0.46,0,0.12,1.04,0.81,1.38,1.73,1.15,0.23,0,0.23,0,0.12,0.12,0,0.12,0,0,0,0,1.61,0.81,0.92,0.23,0.46,0.81,2.42,33.30%,1.61,13.94,3.23,23.10%,4.61,5.3,4.03,1.61,0.23,0,0.92,2.54,2.07,0.12,42.87,3.8,10.03,19.13,17.06,1.96,40.91,1.27,1.73,73.30%,1.38,0.12,24.55,165.13,80.09,4.15,1.27,0.35,1.5,0.69,31.23,23.51,75.30%,2.65,0,2.07,0.69,0.23,0,0,0,9.8,1.61,1.38,53.80%,€2.00
1525,5174,Centre-Back,26,Rober,0.05,0.05,0.05,0,0,0.23,0.09,0.05,0.05,0.04,0.09,0.47,0.05,10.00%,0.1,1,12.1,0,0.11,0,0,41.42,49.7,83.30%,904.02,302.31,13.61,14.54,93.60%,19.12,21.18,90.30%,8.42,12.76,65.90%,0.19,2.81,0.05,0,3.13,47.97,1.73,1.59,0.05,8.42,2.52,0.05,0,0,0,0,33.62,5.28,10.8,8.28,38.1,2.52,0.14,0.23,0.19,0.98,0.89,0.94,0.51,0.51,0,0,0,0,0,0.09,0.09,0,0,0,0,0,1.45,0.75,1.03,0.28,0.14,0.61,1.22,50.00%,0.61,10.75,3.55,33.00%,5.98,3.55,1.22,1.92,0.98,0,2.48,3.93,5.19,0.09,61.2,8.56,33.05,29.59,2.62,0.65,59.56,0.33,0.33,100.00%,0.33,0,37.31,223.95,131.66,2.95,0.56,0.05,0.47,0.23,39.93,38.99,97.70%,0.14,0.05,1.5,0.37,0.05,0,0,0,7.76,1.12,2.15,34.30%,€1.20
1526,5176,Central Midfield,27,Robert Andrich,0.24,0.07,0.24,0,0,0.24,0.03,0.13,0.13,0.07,0.19,1.73,0.38,22.00%,0.14,0.64,20,0.14,0.08,0.11,0.11,40.58,50.69,80.10%,735.46,209.19,18.39,20.95,87.80%,16.08,19.57,82.20%,5.11,8.01,63.80%,0.69,4.31,0.48,0,4.28,49.56,1.14,1.04,0.1,8.87,0.79,0.17,0,0,0,0,34.41,7.11,9.18,10.08,35.2,3.31,0.07,0.35,0.28,0.97,1.21,1.45,1.69,1.17,0.07,0.1,0.1,0.1,0.14,0.24,0.14,0,0,0.03,0.03,0.03,2,1.28,0.86,0.93,0.21,0.48,1.52,31.80%,1.04,19.74,6.25,31.60%,6.8,10.77,2.17,1.9,0.45,0,2.42,4.42,1.9,0.07,62.01,3.04,17.39,36.3,11.94,1.35,60.94,0.48,0.69,70.00%,0.48,0.07,35.54,176.2,75.3,3.11,1.24,0.14,0.79,0.48,41.17,37.96,92.20%,1.28,0,2.38,1.28,0.1,0,0,0.03,12.56,2.14,1.1,66.00%,€7.00
1527,5181,Right-Back,23,Robert Gumny,0.04,0,0.04,0,0,0.12,0,0.04,0.04,0.03,0.07,0.42,0.12,27.30%,0.09,0.33,13,0,0.09,0,0,28.11,37.93,74.10%,493.79,198.64,13.71,15.83,86.60%,10.59,13.79,76.80%,3.43,6.32,54.30%,0.42,1.35,0.42,0.23,2.16,30.08,7.86,0.39,0.04,6.43,0.58,1.31,0,0,0,0,18.99,9.78,9.17,4.12,22.26,2.77,7.47,0.23,0.12,0.92,1.5,1.58,0.77,0.58,0.04,0.04,0.04,0.08,0,0.08,0.04,0,0,0,0.04,0,1.66,1.16,1,0.5,0.15,0.46,1.42,32.40%,0.96,13.63,4.04,29.70%,7.43,4.66,1.54,1.89,0.31,0,1.66,3.31,2.43,0.12,48.1,3.54,18.1,21.07,11.67,1.23,40.4,0.69,1.19,58.10%,0.69,0,24.53,140.18,71.59,2.54,0.62,0.15,0.39,0.96,25.65,22.03,85.90%,1.19,0,1.31,1,0.04,0,0,0,9.13,1.62,1.58,50.60%,€3.00
1528,5183,Centre-Forward,33,Robert Lewandowski,1.41,0.15,1.13,0.28,0.33,0.08,0,1.18,0.93,0.17,1.1,4.39,2.11,48.00%,0.26,0.54,12.8,0.13,0.21,0.23,0.2,18.56,24.16,76.80%,275.65,52.43,10.75,13.18,81.50%,5.75,7.31,78.70%,1.16,1.76,65.70%,1.23,1.23,1,0.08,1.83,23.33,0.83,0.1,0.18,5.02,0.35,0.95,0,0,0,0,17.43,3.89,2.84,3.14,18.63,1,0,0.4,0.1,0.35,1.31,0.35,3.01,1.98,0.03,0.35,0.3,0.23,0.13,0.63,0.35,0,0.15,0.08,0.03,0.03,0.53,0.43,0.08,0.15,0.3,0.1,0.43,23.50%,0.33,10.62,3.24,30.50%,0.3,3.09,7.23,0.43,0.08,0,0.35,0.88,0.28,0,36.19,0.4,1.43,14.34,22.17,8.39,35.01,1.05,1.78,59.20%,1.13,0.08,24.31,115.14,55.35,3.54,0.95,0.88,2.31,1.66,47.94,28.83,60.10%,8.96,0,1.08,1.31,0.7,0,0,0,3.82,1.88,2.13,46.90%,€60.00
1529,5186,Right Winger,25,Robert Skov,0.16,0,0.16,0,0,0,0,0.24,0.24,0.09,0.33,2.78,0.74,26.50%,0.06,0.22,20.5,0.65,0.08,-0.07,-0.07,28.72,40.25,71.30%,541.47,153.49,11.78,14.15,83.20%,12.27,15.46,79.40%,3.85,8.26,46.50%,1.23,1.31,1.55,0.16,3.6,34.94,5.32,1.06,0.08,6.14,2.54,2.78,3.11,1.55,0.74,0.08,25.36,5.56,9.33,31.66,4.09,1.8,1.15,0.57,0.16,1.72,1.06,0.65,2.54,1.15,0.9,0.16,0.33,0,0,0.25,0,0,0.08,0.16,0,0,1.31,0.9,0.65,0.41,0.25,0.65,1.39,47.10%,0.74,13.83,5.65,40.80%,2.7,5.4,5.73,0.74,0.08,0,1.06,2.37,0.82,0,52.2,1.06,8.02,20.86,27.49,3.03,46.31,1.06,2.37,44.80%,1.23,0.08,33.71,174.35,76.66,4.66,1.31,0.57,2.45,0.82,45.9,35.43,77.20%,5.32,0,0.82,1.31,0.33,0,0,0,6.05,1.15,1.88,37.80%,€8.00
1530,5187,Right Winger,34,Robert Snodgrass,0,0,0,0,0,0.34,0,0.03,0.03,0.05,0.08,0.68,0.17,25.00%,0,0,17.6,0.17,0.05,-0.03,-0.03,18.17,22.92,79.30%,292.42,94.58,10.36,12.4,83.60%,6.11,8.15,75.00%,1.19,1.87,63.60%,0.51,1.53,0.85,0,2.55,22.75,0.17,0,0,4.75,0.17,0.85,0,0,0,0,14.77,3.23,4.92,17.32,2.89,1.36,0,0.34,0.17,0.17,0.51,1.7,1.19,1.19,0,0,0,0,0,0.17,0.17,0,0,0,0,0,3.4,2.04,2.21,0.85,0.34,1.36,3.06,44.40%,1.7,14.6,4.25,29.10%,5.77,5.77,3.06,2.21,0.51,0,0.68,4.08,2.04,0,35.49,2.55,10.53,14.09,12.4,1.87,35.15,0.51,1.02,50.00%,0.51,0.17,19.36,97.98,37.7,2.21,0.68,0.68,0.34,0.68,24.45,15.79,64.60%,3.06,0,2.04,2.21,0.17,0,0,0,9.34,1.7,2.21,43.50%,"€800Th. Last update: Nov 24, 2021"
1531,5195,Centre-Forward,30,Roberto Firmino,0.44,0.2,0.44,0,0,0.03,0,0.47,0.47,0.22,0.69,2.89,1.22,42.40%,0.15,0.36,14.4,0,0.16,-0.03,-0.03,34.01,42.98,79.10%,523.15,131.42,19.03,22.08,86.20%,11.65,14.54,80.10%,2.28,3.16,72.00%,1.66,2.65,1.56,0,4.42,41.86,1.12,0,0.24,9.34,0.34,0.95,0.03,0,0,0,33.53,5.84,3.6,4.65,35.61,1.43,0.51,0.27,0.03,0.24,2.48,1.83,3.36,2.68,0,0.34,0.17,0.14,0.03,0.34,0.27,0,0,0.03,0,0.03,1.46,1.02,0.24,0.65,0.58,0.37,1.29,28.90%,0.92,19.88,6.49,32.60%,2.72,9.68,7.47,2,0.17,0,0.37,1.83,0.34,0,55.69,0.54,4.55,25.92,28.47,6.86,54.56,1.6,2.51,63.50%,1.73,0.17,39.51,180.92,95.64,5.74,1.46,0.95,2.11,1.97,59.9,42.54,71.00%,10.46,0,0.78,0.95,0.14,0,0,0,6.86,0.88,2.51,26.00%,€40.00
1532,5196,Central Midfield,27,Roberto Gagliardini,0.16,0.16,0.16,0,0,0.32,0,0.09,0.09,0.09,0.18,0.96,0.4,41.70%,0.17,0.4,16.2,0,0.09,0.07,0.07,37.23,44.48,83.70%,603.61,143.73,19.93,22.08,90.30%,13.87,16.02,86.60%,2.63,4.15,63.50%,0.32,2.71,0.8,0.24,3.19,43.61,0.88,0.56,0,8.93,1.28,1.04,0.08,0,0,0,34.68,4.7,5.1,5.34,35.63,1.67,0.24,0.32,0.08,0.56,1.2,1.28,1.36,1.04,0.08,0.08,0.08,0.08,0,0.4,0.24,0,0.08,0,0.08,0,2.31,1.51,1.04,0.88,0.4,0.4,2.07,19.20%,1.67,19.45,4.78,24.60%,6.7,9.01,3.75,1.59,0.32,0,1.67,3.99,0.88,0,54.13,2.07,11.8,29.5,16.02,2.63,53.33,0.24,0.4,60.00%,0.32,0,35.87,183.11,80.35,3.83,0.88,0.4,0.72,0.8,44.88,39.86,88.80%,3.99,0,2.47,1.83,0,0,0,0,5.82,1.83,1.51,54.80%,€15.00
1533,5199,Right Winger,27,Roberto Insigne,0.09,0.26,0.09,0,0,0.09,0,0.2,0.2,0.23,0.43,2.17,0.69,32.00%,0.04,0.13,16.9,0,0.09,-0.11,-0.11,31.47,39.8,79.10%,553.01,139.25,14.74,16.91,87.20%,11.19,13.53,82.70%,4.34,7.11,61.00%,2.51,1.73,1.73,0.52,3.64,36.42,3.38,0.69,0.09,6.85,1.56,1.82,2.08,0.35,1.3,0,28.44,3.55,7.8,33.9,3.21,1.65,0.35,0.26,0.09,0.43,0.95,0.61,4.16,2.95,0.69,0.26,0.17,0.09,0,0.52,0.35,0,0.09,0.09,0,0,1.04,0.52,0.61,0.17,0.26,0.43,1.3,33.30%,0.87,9.54,1.99,20.90%,2.69,3.55,3.29,0.61,0,0,0.35,1.39,0.95,0,49.68,1.3,6.5,23.5,23.76,3.73,46.39,0.95,1.56,61.10%,0.95,0,36.24,250.75,123.12,6.07,1.91,0.61,1.99,1.04,46.47,36.33,78.20%,7.2,0,1.04,1.21,0.17,0,0,0,6.59,0.52,1.3,28.60%,€2.00
1534,5201,Right Midfield,21,Roberto Massimo,0.14,0,0.14,0,0,0.07,0,0.2,0.2,0.18,0.38,1.97,0.92,46.40%,0.07,0.15,17.9,0,0.1,-0.06,-0.06,24.3,32.68,74.40%,407.75,113.73,11.69,14.37,81.40%,9.58,11.34,84.50%,2.11,3.87,54.50%,1.13,0.92,0.92,0.28,2.25,26.97,5.7,0.28,0,6.55,0.28,1.27,0,0,0,0,20.63,7.11,4.93,4.79,20.77,1.34,5.14,0.14,0.14,0.49,1.34,1.27,2.32,1.55,0,0.49,0.28,0,0,0.21,0.07,0,0.07,0.07,0,0,1.69,1.2,1.06,0.63,0,0.77,2.32,33.30%,1.55,18.73,5.42,28.90%,6.34,7.61,4.79,1.27,0,0,1.55,3.24,1.13,0,47.18,1.41,10.92,20.7,19.37,3.59,41.62,2.11,4.23,50.00%,2.39,0.07,30.92,173.52,95.56,4.08,1.83,0.77,2.32,2.18,40.7,28.73,70.60%,6.97,0,0.92,0.92,0.56,0,0,0,6.27,0.77,1.55,33.30%,€3.00
1535,5204,Attacking Midfield,30,Roberto Pereyra,0.19,0.16,0.13,0.05,0.05,0.32,0.03,0.13,0.09,0.13,0.22,0.83,0.22,25.80%,0.16,0.63,17.3,0.03,0.11,0.06,0.04,31.95,38.25,83.50%,508.31,119.7,16.57,18.43,89.90%,11.62,13.4,86.70%,2.61,3.87,67.40%,1.45,2.77,1.4,0.11,3.2,36.53,1.72,0.51,0.03,6.13,0.78,1.02,0.59,0.24,0.08,0,28.27,5.86,4.12,5.22,31.26,0.91,0.38,0.32,0.11,0.35,1.08,0.97,2.82,2.34,0.08,0.11,0.11,0.16,0.03,0.27,0.22,0,0,0,0.05,0,0.62,0.46,0.19,0.3,0.13,0.19,0.67,28.00%,0.48,12.37,2.88,23.30%,3.12,5.3,3.95,1.1,0.13,0,0.78,1.4,0.59,0,49.25,1.1,6.94,24.48,22.41,4.03,47.58,1.02,2.34,43.70%,1.1,0.24,37.31,235.73,131.58,6.89,2.21,0.81,1.99,2.26,47.56,37.17,78.20%,5.59,0.03,1.4,1.99,0.19,0.03,0,0,6.46,0.24,0.83,22.50%,€10.00
1536,5205,Centre-Forward,20,Roberto Piccoli,0.8,0,0.8,0,0,0,0,0.64,0.64,0.05,0.7,2.54,1.6,63.20%,0.32,0.5,10.4,0,0.25,0.16,0.16,11.1,17.12,64.80%,129.18,11.23,8.56,11.37,75.30%,1.74,3.48,50.00%,0.27,0.53,50.00%,0.4,0.13,0.13,0,0.27,14.84,2.27,0,0,5.08,0,0.13,0,0,0,0,10.97,3.61,2.54,2.67,10.3,1.47,0,0.8,0.13,0.53,0.27,1.07,0.53,0.4,0,0.13,0,0,0,0,0,0,0,0,0,0,1.07,0.94,0,0.8,0.27,0.4,1.07,37.50%,0.67,21.66,6.69,30.90%,0.8,8.56,12.3,1.2,0.13,0,0.27,1.34,0.8,0,32.63,0.8,1.87,14.58,17.25,5.08,30.36,0.27,0.67,40.00%,0.27,0,18.45,66.46,29.69,1.6,0.53,0.4,4.55,2.41,50.01,22.07,44.10%,8.96,0,2.01,2.01,0.8,0,0,0,3.48,2.41,5.75,29.50%,€4.00
1537,5209,Centre-Forward,36,Roberto Soldado,0.54,0,0.43,0.11,0.11,0.54,0.05,0.32,0.24,0.05,0.3,2.01,0.87,43.20%,0.22,0.5,14.3,0.11,0.12,0.22,0.19,13.89,21.48,64.60%,210.71,33.8,8.14,10.9,74.60%,3.85,6.29,61.20%,1.14,2.01,56.80%,0.71,0.92,0.38,0.05,1.03,19.26,2.22,0.05,0.05,5.05,0.54,0.87,0.05,0,0.05,0,11.83,6.18,3.47,2.12,15.73,1.63,0.11,0.6,0.33,0.38,1.36,0.49,1.52,0.92,0.05,0,0.16,0.27,0.11,0.16,0,0,0,0.05,0.11,0,0.87,0.6,0.05,0.6,0.22,0.33,0.92,35.30%,0.6,14.32,3.26,22.70%,0.65,6.51,7.16,0.54,0.05,0,0.43,1.3,1.46,0.05,31.14,1.68,2.88,14,14.76,4.61,28.75,0.33,0.81,40.00%,0.43,0.11,14.76,46.71,19.58,1.41,0.27,0.54,1.84,0.65,42.31,19.86,46.90%,6.02,0.05,1.74,1.3,0.98,0,0,0,4.45,1.74,3.8,31.40%,€1.00
1538,5210,Attacking Midfield,30,Roberto Soriano,0.1,0.1,0.1,0,0,0.23,0.05,0.12,0.12,0.15,0.26,1.48,0.41,27.60%,0.07,0.25,18.5,0,0.08,-0.02,-0.02,35.81,43.73,81.90%,572.88,178.12,18.62,21.26,87.50%,13.14,15.59,84.30%,2.83,4.2,67.30%,1.4,3.31,1.25,0.18,4.56,42.99,0.74,0.31,0.23,7.46,0.61,0.87,0.1,0.1,0,0,32.09,6.65,4.99,9.12,30.99,2.19,0.2,0.41,0.25,0.48,1.5,0.89,3.01,2.55,0.03,0.03,0.13,0.18,0.1,0.38,0.33,0,0,0,0.03,0.03,1.63,1.12,0.61,0.79,0.23,0.43,1.5,28.80%,1.07,17.62,4.69,26.60%,4.61,7.87,5.14,1.07,0.18,0,0.74,2.37,1.3,0,53.56,1.88,8.68,30.66,18.57,2.5,52.84,0.97,1.53,63.30%,1.04,0.05,37,231.34,109.61,4.94,2.16,0.2,1.07,0.97,52.61,41.49,78.80%,4.89,0.03,2.22,1.43,0.08,0.05,0,0,5.5,1.02,1.76,36.70%,€10.00
1539,5211,Attacking Midfield,32,Roberto Torres,0.37,0.14,0.09,0.28,0.32,0.09,0,0.35,0.1,0.13,0.24,1.81,0.32,17.90%,0.05,0.29,23.7,0.09,0.06,0.02,-0.01,26.56,39.35,67.50%,547.69,192.79,11.12,13.95,79.70%,10.01,13.21,75.80%,5.19,10.57,49.10%,1.58,2.92,1.48,0.56,3.89,34.39,4.96,2.27,0.09,5.47,3.24,3.29,2.04,0.83,0.74,0.19,20.3,6.77,12.28,7.42,29.06,1.81,0.6,0.19,0.19,1.02,1.3,0.88,2.87,1.62,0.74,0.14,0.32,0.05,0,0.23,0.14,0.05,0,0,0.05,0,0.6,0.42,0.19,0.28,0.14,0.23,1.11,20.80%,0.88,9.96,2.09,20.90%,1.85,5.01,3.11,0.88,0,0,1.16,1.76,0.88,0,48.52,1.3,8.02,22.15,20.85,2.41,43.61,0.79,1.44,54.80%,0.88,0.19,30.68,124.71,67.29,3.06,1.07,0.09,1.48,0.93,41.52,32.07,77.20%,3.29,0,0.7,1.76,0,0.05,0,0,7.37,0.42,0.93,31.00%,€5.00
