,Position,Age,Name,Goals,Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG,npxG,xA,npxG+xA,Shots Total,Shots on target,Shots on target %,Goals/Shot,Goals/Shot on target,Average Shot Distance,Shots from free kicks,npxG/Sh,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Live-ball passes,Dead-ball passes,Passes from Free Kicks,Through Balls,Passes Under Pressure,Switches,Crosses,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Ground passes,Low Passes,High Passes,Passes Attempted (Left),Passes Attempted (Right),Passes Attempted (Head),Throw-Ins taken,Passes Attempted (Other),Passes Offside,Passes Out of Bounds,Passes Intercepted,Passes Blocked,Shot-Creating Actions,SCA (PassLive),SCA (PassDead),SCA (Drib),SCA (Sh),SCA (Fld),SCA (Def),Goal-Creating Actions,GCA (PassLive),GCA (PassDead),GCA (Drib),GCA (Sh),GCA (Fld),GCA (Def),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Contested,% of dribblers tackled,Dribbled Past,Pressures,Successful Pressures,Successful Pressure %,Pressures (Def 3rd),Pressures (Mid 3rd),Pressures (Att 3rd),Blocks,Shots Blocked,Shots Saved,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Dribbles Completed,Dribbles Attempted,Successful Dribble %,Players Dribbled Past,Nutmegs,Carries,Total Carrying Distance,Progressive Carrying Distance,Progressive Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Pass Targets,Passes Received,Passes Received %,Progressive Passes Rec,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials won,Aerials lost,% of Aerials Won,Market value
1147,Defender,27,Marquinhos,0.18,0.05,0.18,0,0,0.08,0,0.09,0.09,0.03,0.12,0.63,0.25,0.4,0.28,0.7,8.8,0,0.14,0.09,0.09,66.41,71.87,0.924,1414.58,440.05,20.56,21.23,0.968,33.27,34.72,0.958,11.96,15.02,0.796,0.2,5.04,0.38,0.03,3.16,69.94,1.93,1.68,0.18,6.39,1.98,0.1,0,0,0,0,60.59,3.89,7.4,11.63,57.36,1.55,0.15,0.43,0.3,0.48,0.65,1.05,0.53,0.48,0,0,0.05,0,0,0.13,0.1,0,0,0.03,0,0,1.25,0.8,0.78,0.4,0.08,0.43,0.95,0.447,0.53,7.65,2.36,0.308,4.04,2.76,0.85,1.83,0.78,0,1.75,3.01,4.06,0.03,81.4,14.62,42.54,40.94,3.36,1.03,79.57,0.2,0.25,0.8,0.23,0.03,56.96,306.98,175.99,4.11,0.48,0,0.25,0.18,62.85,61.5,0.978,0.25,0,0.45,0.35,0.03,0,0,0,7.8,1.93,1.28,0.602,75
1169,Midfielder,22,Mason Mount,0.3,0.2,0.25,0.05,0.05,0.08,0,0.28,0.24,0.31,0.55,2.35,0.78,0.333,0.11,0.32,19.4,0.25,0.1,0.03,0.01,42.41,52.84,0.803,714.85,197.9,21.81,24.59,0.887,14.69,17.34,0.847,4.59,7.78,0.591,2.58,3.61,2.07,0.28,5.2,47.81,5.02,0.86,0.23,6.92,2.07,2.58,3.28,1.09,1.46,0.15,40.34,5.05,7.45,5.73,45.01,1.06,0.33,0.25,0.35,0.76,1.59,1.14,4.82,2.9,1.06,0.33,0.2,0.28,0.05,0.38,0.23,0.08,0.03,0,0.05,0,1.92,1.06,0.58,0.86,0.48,0.5,1.92,0.263,1.41,21.38,6.16,0.288,3.69,10.1,7.6,1.19,0.05,0,0.98,2.9,0.4,0,64.58,0.78,6.36,27.87,35.39,5.18,59.48,1.44,2.35,0.613,1.51,0.2,45.77,251.19,141.58,8.23,3.16,1.34,1.49,1.77,57.94,47.54,0.82,7.47,0,1.77,1.54,0.15,0.05,0,0,6.34,0.56,1.57,0.262,75
1578,Defender,24,RÃºben Dias,0.04,0.02,0.04,0,0,0.08,0,0.05,0.05,0.03,0.08,0.38,0.13,0.333,0.11,0.33,9.4,0,0.13,-0.01,-0.01,76.27,81.41,0.937,1638.12,465.91,20.32,21.26,0.956,42.93,44.21,0.971,12.58,14.9,0.844,0.23,5.98,0.23,0.02,3.97,79.72,1.69,1.44,0.04,6.02,2.07,0.13,0,0,0,0,69.62,4.12,7.67,12.79,65.04,2.15,0.23,0.17,0.08,0.63,0.77,0.67,0.75,0.69,0,0,0.04,0,0.02,0.13,0.08,0,0,0.04,0,0,1.36,0.88,0.65,0.59,0.13,0.42,0.98,0.426,0.56,6.21,2.42,0.391,2.76,2.99,0.46,1.48,0.82,0,1.25,2.61,3.24,0.02,89.41,8.07,35.2,58.48,2.49,0.86,87.89,0.1,0.21,0.5,0.1,0,65.21,391.83,244.75,7.73,0.54,0,0.15,0.15,73.57,72.23,0.982,0.27,0,1.09,0.54,0.02,0,0.04,0.02,7.38,1.8,1.11,0.619,75
1783,Defender,23,Trent Alexander-Arnold,0.07,0.33,0.07,0,0,0.09,0,0.08,0.08,0.31,0.39,1.52,0.33,0.217,0.04,0.2,22.4,0.31,0.05,-0.02,-0.02,66.47,87.77,0.757,1416.6,571.75,25.18,28.38,0.887,27.74,33.27,0.834,12.95,23.66,0.547,2.64,6.63,2.84,0.9,8.5,72.79,14.98,2,0.44,7.47,5.22,4.94,3.72,0.55,2.4,0.07,48.65,15.18,23.95,9.78,66.62,1.81,9.25,0.11,0.35,1.21,2.29,1.12,4.23,2.64,1.21,0.18,0.2,0,0,0.48,0.33,0.11,0,0.04,0,0,1.61,1.1,0.82,0.55,0.24,0.93,1.96,0.472,1.04,9.03,3.17,0.351,3.57,3,2.47,1.21,0.09,0,2.14,3.75,2,0.07,97.49,2.51,22.12,45.17,35.76,2.6,82.51,0.99,1.74,0.57,1.04,0.13,60.87,255.28,149.84,6.32,2.18,0.59,0.68,0.64,68.3,64.49,0.944,3.72,0,0.68,0.33,0.18,0,0.02,0,9.28,0.42,0.57,0.422,75
12,Defender,23,Achraf Hakimi,0.16,0.19,0.16,0,0,0.16,0.02,0.09,0.09,0.18,0.27,0.91,0.35,0.385,0.18,0.47,16.7,0.05,0.1,0.07,0.07,50.5,58.31,0.866,778.12,243.17,28.48,31.02,0.918,17.93,20.39,0.879,3,4.32,0.694,1.09,2.28,1.49,0.56,3.86,50.2,8.11,0.56,0.02,6.09,0.81,2.51,0.05,0.02,0,0,43.24,10.9,4.16,6.32,43.31,0.91,7.51,0.05,0.09,0.47,1.81,1.23,2.14,1.72,0.09,0.09,0.02,0.21,0,0.37,0.33,0,0,0,0.05,0,2.05,1.21,1.16,0.67,0.21,0.91,2.37,0.382,1.46,16.34,4.51,0.276,6.93,5.09,4.32,1.35,0.12,0,1.16,3.21,1.09,0,68.4,2.49,17.95,27.83,26.71,3.79,60.45,1.09,2.12,0.516,1.23,0.14,47.27,226.87,144.1,6.67,1.72,0.95,1.14,1.19,54.4,48.5,0.891,4.56,0,0.88,1.09,0.26,0.05,0,0,4.95,0.44,0.91,0.328,70
93,Defender,21,Alphonso Davies,0.03,0.2,0.03,0,0,0.08,0.03,0.04,0.04,0.13,0.17,0.56,0.28,0.5,0.05,0.1,18.5,0,0.08,-0.02,-0.02,63.26,72.49,0.873,1043.2,312.02,30.67,33.46,0.917,28.24,31.65,0.893,3.65,5.19,0.704,1.06,3.9,1.51,0.56,5.49,62.79,9.7,1.39,0.03,6.44,1.06,2.26,0,0,0,0,55.12,11.93,5.44,52.17,10.12,1.37,8.31,0.08,0.11,0.64,2.06,2.2,2.54,2.06,0.08,0.22,0.06,0.06,0.06,0.33,0.25,0.03,0.03,0,0.03,0,2.51,1.65,1.31,0.92,0.28,0.95,1.73,0.548,0.78,13.94,5.16,0.37,5.44,4.85,3.65,2.34,0.14,0.03,2.34,4.85,1.28,0.03,85.68,3.04,22.7,43.44,27.96,3.32,76.53,3.26,4.8,0.68,3.46,0.39,61.45,356.18,231.41,9.73,3.76,1.23,1.92,1.73,60.08,56.01,0.932,3.35,0,0.81,1.67,0.11,0.03,0,0,10.87,0.75,0.81,0.482,70
219,Midfielder,27,Bernardo Silva,0.24,0.24,0.24,0,0,0.19,0,0.16,0.16,0.18,0.34,1.2,0.59,0.49,0.2,0.4,12.6,0,0.15,0.07,0.07,52.07,58.38,0.892,847.45,132.82,27.47,29.24,0.939,18.66,20.52,0.909,4.27,5.6,0.764,1.49,3.14,1.54,0.07,3.26,55.71,2.67,0.66,0.09,8.01,1.06,1.58,0.73,0.05,0.12,0.05,47.16,6.4,4.82,51.72,4.37,0.87,1.02,0.14,0.19,0.5,1.04,1.18,3.35,2.65,0.05,0.26,0.21,0.14,0.05,0.45,0.38,0,0.02,0.05,0,0,1.49,0.94,0.61,0.52,0.35,0.61,2.1,0.292,1.49,19.44,5.22,0.269,3.68,8.6,7.16,1.23,0.05,0,1.04,2.53,0.52,0.02,67.9,0.99,8.29,34.03,31.76,5.03,65.39,1.7,2.79,0.61,1.87,0.09,51.88,319.17,181.37,10.04,3.45,1.28,1.09,1.28,62.68,54.03,0.862,5.72,0,1.13,1.23,0.24,0,0,0,5.81,0.38,0.85,0.308,70
272,Midfielder,29,Casemiro,0.1,0.14,0.1,0,0,0.31,0.02,0.1,0.1,0.1,0.2,1.33,0.31,0.231,0.08,0.33,21.4,0,0.07,0,0,52.88,61.64,0.858,1061.5,261.43,20.44,22.64,0.903,22.13,24.81,0.892,9.06,11.79,0.769,0.84,4.86,0.74,0.02,3.67,60.18,1.46,1.37,0.1,8.8,2.95,0.31,0,0,0,0,44.25,7.3,10.09,7.07,50.18,2.32,0.06,0.47,0.21,0.82,1.19,1.62,1.89,1.54,0.02,0.02,0.06,0.1,0.14,0.37,0.31,0,0,0.04,0.02,0,2.99,1.89,1.7,1.09,0.21,0.96,2.52,0.382,1.56,17.16,5.95,0.346,8.08,7.1,1.99,2.15,0.53,0,1.97,4.96,2.75,0.06,74.6,4.7,23.83,41.18,12.69,1.48,73.29,0.47,0.72,0.657,0.51,0.02,43.29,161.85,84.07,2.71,0.78,0.06,0.74,0.82,54.79,51.1,0.933,1.8,0.02,2.01,1.64,0.1,0,0,0,10.5,2.71,1.66,0.62,70
389,Midfielder,22,Declan Rice,0.13,0.08,0.1,0.03,0.05,0.15,0,0.1,0.06,0.07,0.13,0.83,0.33,0.394,0.12,0.31,21.5,0.08,0.07,0.03,0.04,46.03,52.04,0.885,897.5,229.74,18.25,19.76,0.923,20.44,22.46,0.91,6.86,8.78,0.782,0.68,4.54,0.78,0.3,3.38,51.26,0.78,0.66,0.08,7.67,1.56,0.91,0,0,0,0,41.49,4.04,6.51,7.42,41.06,2.27,0.13,0.03,0.15,0.53,0.83,1.11,1.74,1.39,0.05,0.1,0.08,0.05,0.08,0.13,0.1,0,0,0,0,0.03,2.35,1.56,1.36,0.88,0.1,0.56,1.51,0.367,0.96,14.81,4.24,0.286,6.46,7.32,1.03,1.67,0.56,0.03,2.65,5,1.41,0.03,61.68,3.66,18.15,38.36,11.48,1.29,60.82,1.03,1.31,0.788,1.11,0.05,42.17,299.07,154.71,5.8,2.25,0.18,0.78,0.66,44.37,41.64,0.939,0.83,0,1.06,0.61,0.03,0,0,0,9.77,1.54,0.83,0.649,70
523,Foward,24,Federico Chiesa,0.4,0.17,0.4,0,0,0.11,0,0.29,0.29,0.16,0.45,2.64,1.08,0.409,0.15,0.37,16.3,0,0.11,0.11,0.11,24.29,31.55,0.77,452.66,137.06,11.17,13.29,0.84,9.21,11.25,0.819,3.32,5.27,0.629,1.56,1.7,1.5,0.6,3.32,28.72,2.83,0.23,0.14,5.07,1.53,2.38,1.22,0.4,0.45,0.03,21.26,4.76,5.53,5.39,23.81,0.79,1.3,0.11,0.11,0.51,1.16,0.91,3.63,2.24,0.28,0.45,0.26,0.2,0.2,0.57,0.28,0,0.14,0.06,0.06,0.03,2.07,1.39,0.77,0.85,0.45,0.77,1.81,0.422,1.05,14.66,4.68,0.319,4.39,5.73,4.54,0.96,0.06,0,0.54,2.61,0.62,0,44.14,0.82,6.43,17.72,24.04,4.93,41.36,1.76,2.92,0.602,1.87,0.14,32.68,206.22,134.31,6.12,1.87,1.39,1.76,1.67,40.93,31.21,0.762,5.19,0,1.59,1.98,0.43,0.09,0,0,5.16,0.23,1.28,0.151,70
820,Foward,22,JoÃ£o FÃ©lix,0.16,0.27,0.16,0,0,0.48,0.05,0.18,0.18,0.16,0.34,1.91,0.9,0.472,0.08,0.18,16.6,0.05,0.09,-0.02,-0.02,28.37,34.63,0.819,449.68,133.44,16.97,19.09,0.889,8.33,10.13,0.822,2.49,3.71,0.671,0.85,3.61,1.22,0.16,3.87,33.15,1.49,0.27,0.16,6.52,0.85,0.95,0.11,0.05,0,0,26.57,4.4,3.66,2.44,30.18,0.8,0.37,0.16,0.27,0.27,1.11,0.27,2.17,1.75,0,0.16,0.11,0.16,0,0.58,0.48,0,0.05,0,0.05,0,0.48,0.16,0,0.42,0.05,0.21,0.74,0.286,0.53,9.07,2.49,0.275,0.95,4.67,3.45,0.32,0.05,0,0.69,1.17,0.53,0,47.89,0.64,4.72,26.57,20.84,3.55,46.46,1.38,3.02,0.456,1.49,0.27,37.87,178.2,114.77,6.52,2.6,0.64,2.39,2.33,53.09,39.4,0.742,6.52,0.05,1.22,3.45,0.37,0,0,0,4.45,1.01,1.7,0.373,70
904,Midfielder,18,Jude Bellingham,0.14,0.25,0.14,0,0,0.35,0.03,0.16,0.16,0.14,0.3,1.66,0.49,0.295,0.08,0.28,18.1,0,0.1,-0.03,-0.03,39.56,47.39,0.835,704.56,144.73,17.98,20.71,0.868,15.96,18.11,0.881,4.67,5.89,0.792,0.79,3.27,0.76,0,3.46,46.35,1.04,0.63,0.11,9.17,1.15,0.65,0.03,0,0.03,0,37.7,5.27,4.42,6.96,37.38,1.28,0.14,0.33,0.16,0.57,1.75,2.07,2.59,1.61,0,0.38,0.08,0.38,0.14,0.57,0.38,0,0.08,0,0.05,0.05,2.43,1.72,0.74,1.2,0.49,0.74,1.86,0.397,1.12,22.45,7.09,0.316,5.32,11.84,5.29,2.37,0.3,0.03,1.47,3.9,1.12,0,63.29,1.99,11.43,35.93,19.72,3.08,62.56,1.8,3.14,0.574,1.91,0.08,45.29,180.44,96.85,4.2,1.28,0.41,1.66,1.86,53.28,45.56,0.855,4.86,0.03,1.94,3.46,0.03,0.03,0.03,0,8.16,1.66,1.45,0.535,70
920,Midfielder,22,Kai Havertz,0.26,0.15,0.26,0,0,0.07,0,0.4,0.4,0.1,0.5,2.47,0.9,0.364,0.11,0.29,12.7,0,0.16,-0.14,-0.14,32.2,38.56,0.835,450.19,73.19,19.95,22.24,0.897,8.8,10.59,0.83,1.83,2.36,0.778,0.75,1.31,1.05,0.11,2.13,37.59,0.97,0,0.04,9.47,0.52,1.16,0.07,0,0,0,31.45,4.27,2.85,27.78,7.79,0.94,0.15,0.45,0.19,0.37,1.16,1.57,2.4,1.83,0,0.19,0.11,0.22,0.04,0.41,0.22,0,0.04,0.07,0.07,0,1.12,0.64,0.37,0.49,0.26,0.22,0.94,0.24,0.71,15.84,4.08,0.258,1.57,7.45,6.81,1.61,0.04,0,0.71,1.83,1.57,0,52.97,1.57,4.94,25.01,26.54,6.81,52.04,1.42,2.51,0.567,1.46,0.22,36.76,189.36,95.43,5.54,1.95,1.46,3,1.98,59.3,41.33,0.697,9.81,0,2.02,1.72,0.6,0.07,0,0,4.94,2.43,2.81,0.464,70
1010,Midfielder,26,Leon Goretzka,0.22,0.22,0.22,0,0,0.07,0,0.24,0.24,0.2,0.44,2.66,0.7,0.264,0.08,0.32,17.2,0,0.09,-0.01,-0.01,50.72,58.48,0.867,916.83,231.82,22.6,24.71,0.915,21.01,23.53,0.893,5.92,7.88,0.751,1.44,5.1,1.29,0,5.77,57.3,1.18,0.78,0.19,7.95,1.15,0.22,0,0,0,0,44.35,6.73,7.4,4.07,50.16,1.96,0.19,0.63,0.15,0.74,1.41,1.41,3.33,2.74,0.04,0.07,0.26,0.15,0.07,0.59,0.48,0,0.04,0.04,0.04,0,2.33,1.37,0.67,1.26,0.41,0.59,1.59,0.372,1,15.57,5.1,0.328,3.81,8.91,2.85,1.48,0.07,0,2.4,4.73,1.26,0.07,70.54,2.11,13.5,42.02,19.31,3.51,69.43,0.44,0.81,0.545,0.52,0.04,45.54,218.69,113.08,4.96,1.81,0.19,1.18,0.63,55.08,49.83,0.905,3.55,0,1.63,0.85,0,0.04,0,0,10.32,2.22,1.15,0.659,70
1198,Defender,22,Matthijs de Ligt,0.05,0.03,0.05,0,0,0.13,0,0.06,0.06,0.02,0.07,0.79,0.25,0.323,0.06,0.2,12,0,0.07,-0.01,-0.01,59.38,64.55,0.92,1274.38,350.48,15.93,17.07,0.933,32.79,34.19,0.959,10.18,12.54,0.812,0.28,3.75,0.23,0.08,2.41,62.55,2,1.47,0,4.89,1.27,0.25,0,0,0,0,55.05,3.55,5.95,13.07,47.41,2.23,0.2,0.2,0.23,0.51,0.71,0.96,0.89,0.66,0.03,0.03,0.1,0.05,0.03,0.15,0.1,0,0,0.05,0,0,1.27,0.71,0.79,0.46,0.03,0.48,0.81,0.594,0.33,8.94,3.04,0.34,4.66,3.8,0.48,1.54,0.58,0,1.06,2.33,4.56,0,74.02,10.61,34.26,39.78,4.38,1.32,72.15,0.2,0.3,0.667,0.23,0,50.72,262.55,119.96,3.29,0.58,0.03,0.13,0.1,55.05,54.09,0.983,0.15,0,1.47,0.94,0.05,0,0,0,8.33,3.04,1.34,0.694,70
1251,Foward,24,Mikel Oyarzabal,0.3,0.21,0.21,0.09,0.18,0.03,0,0.36,0.23,0.19,0.41,1.92,0.58,0.302,0.11,0.37,19.7,0.27,0.12,-0.06,-0.01,25.44,36.1,0.705,434.71,116.17,13.13,15.78,0.832,8.87,11.64,0.762,2.71,6.37,0.426,1.77,1.22,1.25,0.18,2.68,31.23,4.87,1.65,0.06,7.16,2.01,1.92,2.8,1.28,1.28,0.12,23,5.79,7.31,29.37,3.87,1.25,0.37,0.3,0.12,0.88,1.37,0.88,3.38,1.71,0.82,0.24,0.34,0.21,0.06,0.46,0.24,0.09,0.03,0.09,0,0,1.01,0.52,0.43,0.37,0.21,0.21,1.19,0.179,0.97,13.53,3.38,0.25,2.62,6.18,4.72,1.07,0.18,0,0.61,1.61,0.67,0.03,46.8,0.97,5.7,20.23,24.71,3.96,41.92,1.1,1.86,0.59,1.16,0.06,31.47,168.12,93.78,4.54,2.07,0.7,1.61,2.01,42.87,31.47,0.734,6.31,0,0.97,1.65,0.46,0.03,0,0,6.15,1.13,1.74,0.394,70
1488,Defender,28,RaphaÃ«l Varane,0.06,0.03,0.06,0,0,0.13,0,0.06,0.06,0.01,0.06,0.48,0.1,0.2,0.13,0.67,9.5,0,0.12,0.01,0.01,54.64,59.66,0.916,1266.53,341.79,11.97,12.9,0.928,30.41,31.66,0.96,12,14.29,0.84,0.13,3.93,0.06,0,2.7,58.14,1.51,1.19,0.06,5.24,2.54,0,0,0,0,0,47.17,5.15,7.34,23.49,32.37,2.16,0.29,0.13,0,0.68,0.8,0.74,0.51,0.48,0,0,0,0,0.03,0.03,0.03,0,0,0,0,0,0.8,0.48,0.45,0.26,0.1,0.29,0.61,0.474,0.32,7.14,2.35,0.329,4.05,2.54,0.55,1.48,0.74,0,1.58,2.38,5.7,0,69.7,9.75,35.81,36.81,2.8,0.71,68.25,0.26,0.42,0.615,0.26,0,46.11,330.98,159.6,3.48,0.8,0,0.23,0,50.58,49.33,0.975,0.03,0,0.51,0.32,0,0,0,0,8.59,2.54,1.03,0.712,70
1546,Midfielder,25,Rodri,0.09,0.05,0.07,0.02,0.02,0.16,0,0.07,0.06,0.05,0.1,0.9,0.21,0.231,0.08,0.33,18.3,0,0.06,0.02,0.01,82.26,89.1,0.923,1655.02,329.03,30.57,32.15,0.951,37.76,40.1,0.942,13.23,15.27,0.866,0.76,7.83,0.74,0.02,5.31,87.75,1.34,1.25,0.14,14.02,3.08,0.37,0,0,0,0,69.56,7.76,11.77,13.61,70.88,2.71,0.09,0.3,0.09,0.6,1.23,1,2.34,1.92,0.02,0.14,0.12,0.05,0.09,0.23,0.19,0,0.02,0,0,0.02,2.53,1.76,1.04,1.16,0.32,1.04,2.02,0.517,0.97,16.02,5.59,0.349,4.77,8.58,2.67,1.34,0.35,0.02,1.48,4.01,2.02,0.05,98.25,3.15,19.59,63.46,20.88,1.55,97.19,0.63,0.93,0.675,0.63,0.05,69.37,286.16,138.6,5.63,1.51,0.21,0.37,0.7,78.87,76.7,0.972,1.6,0,1.81,1.16,0.05,0,0,0,11.8,2.48,0.74,0.77,70
1649,Foward,26,Serge Gnabry,0.6,0.13,0.6,0,0,0.13,0,0.45,0.45,0.24,0.69,3.19,1.47,0.459,0.19,0.41,15.4,0,0.14,0.15,0.15,38.14,49.06,0.777,595.23,157,21.14,24.16,0.875,13.2,16.57,0.797,2.68,4.92,0.544,1.9,2.24,2.89,0.47,4.4,46.08,2.98,0.69,0.35,6.43,0.65,2.29,1.08,0.43,0.47,0.04,37.71,6.04,5.31,10.61,35.34,1.16,0.99,0.65,0.22,0.52,2.89,0.78,4.75,3.67,0.26,0.22,0.26,0.26,0.09,0.6,0.47,0,0,0.04,0.09,0,1.81,1.12,0.47,0.86,0.47,0.56,1.64,0.342,1.08,16.18,5.39,0.333,2.89,6.73,6.56,0.82,0.04,0,1.51,3.32,0.04,0,61.57,0.39,5.39,27.31,33.91,6.9,58.81,2.5,3.97,0.63,2.55,0.13,47.46,264.87,153.6,9.1,2.8,1.42,2.46,1.51,61.96,48.02,0.775,9.49,0,0.91,1.29,0.39,0.04,0,0,5.65,0.39,1.04,0.273,70
1650,Midfielder,26,Sergej MilinkoviÄ-SaviÄ,0.23,0.28,0.23,0,0,0.26,0.02,0.18,0.18,0.21,0.39,2.22,0.79,0.358,0.11,0.29,17.3,0.33,0.08,0.05,0.05,49.59,63.03,0.787,895.84,235.25,22.74,27.32,0.832,19.05,22.65,0.841,6.31,9.91,0.637,1.47,4.44,1.92,0.42,4.95,61.6,1.43,0.79,0.33,10.77,1.85,1.47,0.02,0,0,0,40.43,11.31,11.29,10.14,46.93,2.45,0.61,0.58,0.42,1.17,2.34,1.36,2.73,2.2,0.05,0.05,0.16,0.19,0.09,0.51,0.47,0,0,0.02,0.02,0,2.41,1.64,0.89,1.08,0.44,0.84,2.45,0.343,1.61,17.5,5,0.286,4.93,8.41,4.16,1.66,0.3,0.02,1.4,3.81,1.5,0,77.03,2.66,15.31,42,24.54,3.55,75.53,0.91,1.66,0.549,1.05,0.07,50.81,243.12,113.18,5.24,1.54,0.33,2.03,1.78,69.43,59.41,0.856,5.52,0.02,2.15,1.99,0.33,0.05,0.05,0,8.06,3.11,2.13,0.594,70
135,Defender,27,Andrew Robertson,0,0.18,0,0,0,0.16,0,0.02,0.02,0.21,0.23,0.43,0.13,0.316,0,0,20.1,0,0.04,-0.02,-0.02,66.04,82.52,0.8,1203.71,423.21,29.44,33.19,0.887,29.6,34.02,0.87,6.51,13.2,0.493,1.86,4.63,1.75,0.58,7.1,69.5,13.02,1.62,0.02,5.61,2.87,3.53,2.92,0.63,1.91,0.04,53.67,14.24,14.62,66.56,4.45,2.22,8.49,0.07,0.22,1.1,2.16,1.28,3.01,2.16,0.56,0.11,0.04,0.04,0.09,0.31,0.27,0.02,0,0.02,0,0,1.37,0.67,0.63,0.52,0.22,0.76,1.48,0.515,0.72,9.63,2.94,0.305,2.58,4,3.05,1.48,0.2,0.07,1.28,2.65,2.63,0,91.3,3.12,21.6,42.01,33.86,2.65,78.46,0.74,1.44,0.516,0.88,0.09,58.61,274.9,168.57,6.78,2.72,0.29,0.83,0.58,66.94,61.28,0.915,4.04,0,0.65,0.38,0.13,0,0,0,9.45,1.21,0.63,0.659,65
253,Midfielder,20,Bukayo Saka,0.21,0.18,0.21,0,0,0.05,0,0.22,0.22,0.18,0.4,2.04,0.67,0.329,0.1,0.31,15.7,0.03,0.11,-0.02,-0.02,29.86,38.9,0.768,456.38,112.01,16.89,19.17,0.881,9.92,12.32,0.805,2.09,4.88,0.429,1.5,1.5,1.14,0.36,2.12,35.31,3.59,0.9,0.05,7.39,1.21,2.69,1.94,0.78,0.57,0.28,28.21,4.34,6.35,28.98,8.09,0.62,0.72,0.21,0.13,0.67,1.16,1.14,3.87,2.32,0.44,0.34,0.26,0.49,0.03,0.44,0.26,0.03,0.03,0,0.13,0,1.19,0.62,0.47,0.59,0.13,0.21,0.98,0.211,0.78,13.82,3.77,0.273,3.38,5.68,4.75,1.14,0,0,0.96,2.14,0.78,0,52.54,1.24,7.26,20.07,29.01,5.32,49.31,1.58,2.87,0.55,1.7,0.16,39.5,215.24,136.68,7.54,1.96,1.5,1.89,2.17,50.3,38.52,0.766,7.65,0,1.01,2.76,0.67,0.08,0,0,5.5,0.44,1.45,0.233,65
527,Midfielder,23,Federico Valverde,0,0.05,0,0,0,0.09,0,0.07,0.07,0.12,0.19,1.27,0.18,0.143,0,0,23.6,0,0.06,-0.07,-0.07,46.77,54.67,0.855,836.93,214.01,23.66,25.93,0.912,16.53,18.8,0.879,5.72,7.81,0.733,1.27,4.72,1.09,0.27,3.86,53.4,1.27,0.23,0.09,6.18,2.04,2,0.05,0,0,0,41.73,6.45,6.49,3.81,47.54,1.27,1,0.18,0.09,0.54,1,1.18,3.04,2.36,0.05,0.14,0.27,0.09,0.14,0.32,0.32,0,0,0,0,0,1.86,1.04,0.68,0.73,0.45,0.59,2.09,0.283,1.5,16.94,4.68,0.276,4.68,8.17,4.09,1.41,0.23,0,1.95,3.81,0.5,0,63.21,1,11.4,34.01,24.07,2.36,61.94,1.23,1.73,0.711,1.41,0,45.77,295.07,180.32,7.31,3.31,0.68,0.86,0.5,53.72,47.86,0.891,3.18,0,1.04,0.64,0.18,0,0,0,7.31,0.91,0.5,0.645,65
558,Midfielder,18,Florian Wirtz,0.4,0.43,0.4,0,0,0.06,0,0.26,0.26,0.28,0.55,1.6,0.74,0.462,0.25,0.54,16.4,0.03,0.16,0.14,0.14,33.5,43.21,0.775,575.81,158.5,16.96,19.8,0.857,12.03,15.08,0.798,3.67,5.86,0.626,2.41,3.61,1.57,0.12,4.41,40.19,3.02,0.43,0.34,9.28,0.99,0.62,0.83,0.37,0.34,0,31.06,6.79,5.37,4.47,36.52,1.08,0.49,0.28,0.22,0.56,2.44,0.96,4.5,3.42,0.34,0.46,0.06,0.06,0.15,0.89,0.59,0.06,0.19,0.03,0,0.03,1.11,0.71,0.4,0.56,0.15,0.25,1.36,0.182,1.11,21.47,6.79,0.316,3.39,11.04,7.03,1.08,0.12,0,1.05,2.16,0.12,0,54.75,0.52,5.98,28.87,23.97,3.95,51.85,2.19,3.45,0.634,2.28,0.12,39.82,213.16,124.7,6.2,1.91,0.56,2.22,1.94,52.53,39.82,0.758,8.08,0,1.02,0.93,0.34,0,0,0,7.16,0.4,1.82,0.181,65
