,Position,Age,Name,Goals,Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG,npxG,xA,npxG+xA,Shots Total,Shots on target,Shots on target %,Goals/Shot,Goals/Shot on target,Average Shot Distance,Shots from free kicks,npxG/Sh,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Live-ball passes,Dead-ball passes,Passes from Free Kicks,Through Balls,Passes Under Pressure,Switches,Crosses,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Ground passes,Low Passes,High Passes,Passes Attempted (Left),Passes Attempted (Right),Passes Attempted (Head),Throw-Ins taken,Passes Attempted (Other),Passes Offside,Passes Out of Bounds,Passes Intercepted,Passes Blocked,Shot-Creating Actions,SCA (PassLive),SCA (PassDead),SCA (Drib),SCA (Sh),SCA (Fld),SCA (Def),Goal-Creating Actions,GCA (PassLive),GCA (PassDead),GCA (Drib),GCA (Sh),GCA (Fld),GCA (Def),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Contested,% of dribblers tackled,Dribbled Past,Pressures,Successful Pressures,Successful Pressure %,Pressures (Def 3rd),Pressures (Mid 3rd),Pressures (Att 3rd),Blocks,Shots Blocked,Shots Saved,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Dribbles Completed,Dribbles Attempted,Successful Dribble %,Players Dribbled Past,Nutmegs,Carries,Total Carrying Distance,Progressive Carrying Distance,Progressive Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Pass Targets,Passes Received,Passes Received %,Progressive Passes Rec,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials won,Aerials lost,% of Aerials Won,Market value
1279,Midfielder,25,Morten Thorsby,0.09,0.06,0.09,0,0,0.37,0,0.13,0.13,0.04,0.17,0.86,0.35,0.4,0.1,0.25,11.3,0,0.15,-0.05,-0.05,24.39,32.83,0.743,365.3,121.39,13.85,16.93,0.818,8.04,10.83,0.742,1.47,2.71,0.543,0.43,2.19,0.26,0.03,2.28,31.82,1.01,0.58,0.06,9.07,0.35,0.17,0,0,0,0,20.3,6.36,6.16,4.64,20.39,2.53,0.43,0.37,0.06,0.6,1.15,1.18,1.27,1.07,0,0,0.12,0.03,0.06,0.12,0.09,0,0,0,0,0.03,2.28,1.73,0.81,1.18,0.29,0.55,1.67,0.328,1.12,21.63,6.34,0.293,6.65,10.43,4.55,1.79,0.6,0,0.72,3,1.76,0,43.14,2.25,10.02,24.65,9.79,2.19,42.22,0.29,0.4,0.714,0.32,0,20.71,82.71,39.89,1.9,0.46,0.14,1.27,0.72,36,25.95,0.721,1.87,0,3.02,1.35,0.03,0,0.06,0,7.89,5.62,4.46,0.557,7
1320,Defender,30,NÃ©stor Araujo,0,0,0,0,0,0.19,0,0.01,0.01,0.01,0.02,0.26,0.03,0.125,0,0,15.3,0,0.05,-0.01,-0.01,51.01,59.68,0.855,1147.21,296.04,12.82,14.03,0.914,26.98,29.03,0.93,10.84,15.71,0.69,0.03,2.82,0.1,0,2.6,58.57,1.1,1.01,0.03,4.68,1.53,0.1,0,0,0,0,46.4,4.38,8.9,6.75,48.41,2.95,0.1,0.16,0.23,1.01,0.94,0.65,0.23,0.16,0,0.03,0.03,0,0,0.03,0.03,0,0,0,0,0,0.81,0.58,0.49,0.32,0,0.16,0.49,0.333,0.32,7.6,2.95,0.389,3.9,3.38,0.32,1.33,0.68,0,1.46,2.27,5.32,0.03,68.7,9.42,40.03,32.63,1.75,0.29,67.63,0.29,0.32,0.9,0.29,0,44.12,301.72,171.27,3.51,0.65,0,0.16,0.1,48.73,47.92,0.983,0.03,0,1.07,0.29,0,0,0,0,9.84,2.34,1.69,0.581,7
1355,Defender,21,Nuno Tavares,0,0.13,0,0,0,0.13,0,0.08,0.08,0.13,0.21,1.79,0.13,0.071,0,0,20.3,0,0.04,-0.08,-0.08,48.72,59.74,0.815,886.28,276.41,22.05,24.74,0.891,21.54,25.13,0.857,4.74,7.95,0.597,0.9,2.05,0.9,0.38,2.69,49.1,10.64,1.67,0,4.23,2.56,2.69,0,0,0,0,38.97,12.18,8.59,39.62,8.97,1.15,8.97,0,0.13,1.15,1.28,1.28,2.31,1.41,0.13,0.26,0.13,0.13,0.26,0.38,0.26,0,0,0.13,0,0,1.54,1.15,0.64,0.51,0.38,0.26,0.77,0.333,0.51,10.77,2.95,0.274,4.74,3.85,2.18,1.67,0.38,0,2.44,3.97,2.44,0.13,73.33,3.21,22.69,31.28,25,3.97,63.46,2.31,3.72,0.621,2.31,0,49.87,257.31,157.05,7.44,2.44,1.03,1.15,1.28,48.21,45.77,0.949,2.95,0,1.79,1.41,0,0,0,0,6.79,2.05,1.28,0.615,7
1365,Foward,25,Oliver McBurnie,0,0,0,0,0,0.15,0,0.09,0.09,0.06,0.15,1.22,0.3,0.25,0,0,11.6,0,0.08,-0.09,-0.09,17.51,30.15,0.581,256.45,61.07,10.81,17.51,0.617,5.48,9.75,0.563,0.61,0.76,0.8,0.91,1.07,0.91,0,2.74,29.54,0.61,0,0.15,11.27,0.15,0.15,0,0,0,0,14.92,6.24,8.98,1.98,16.14,4.87,0,0.3,0.15,0.3,1.22,0.91,1.83,1.52,0,0,0.3,0,0,0.3,0.15,0,0,0.15,0,0,0.46,0.3,0.15,0.3,0,0.15,1.07,0.143,0.91,18.58,3.2,0.172,1.22,10.51,6.85,1.07,0.15,0,0.46,0.91,1.68,0,41.73,1.52,3.65,17.82,21.32,2.44,41.12,0.15,0.91,0.167,0.3,0.15,18.43,68.22,29.09,1.22,0.46,0,1.83,2.13,51.62,31.37,0.608,4.72,0,1.98,1.83,0.46,0,0,0,4.87,8.68,8.98,0.491,7
1369,Defender,24,Olivier Boscagli,0,0,0,0,0,0.31,0,0.02,0.02,0.03,0.05,0.31,0.15,0.5,0,0,23.6,0,0.04,-0.02,-0.02,64.79,80.37,0.806,1505.25,419.13,16.04,17.73,0.905,33.16,37.89,0.875,14.97,23.07,0.649,0.61,6.57,1.07,0,6.57,77.78,2.6,1.68,0,7.64,4.13,0.46,0,0,0,0,53.63,9.63,17.11,60.36,13.45,4.28,0.92,0.15,0,2.14,2.6,1.07,2.44,1.83,0.31,0.15,0,0.15,0,0.31,0,0,0.15,0,0.15,0,1.22,0.92,0.46,0.46,0.31,0.46,1.83,0.25,1.38,13.75,4.74,0.344,3.82,7.95,1.99,1.38,0.31,0,1.99,3.21,3.67,0.15,89.24,5.2,31.78,52.87,11,0.31,86.79,0.61,0.61,1,0.61,0,60.51,303.01,197.88,7.64,2.44,0,0.31,0.31,65.86,64.02,0.972,0.61,0,1.68,1.38,0,0,0,0,13.14,1.53,1.22,0.556,7
1387,Midfielder,27,OtÃ¡vio,0.06,0,0.06,0,0,0.22,0,0.03,0.03,0.01,0.04,0.72,0.17,0.231,0.08,0.33,28.4,0,0.04,0.03,0.03,48.78,54.28,0.899,965.44,225.83,18.11,19.17,0.945,22.72,24.72,0.919,7,8.78,0.797,0.39,2.5,0.28,0,2.89,52.83,1.44,1.39,0,7.39,2.22,0.22,0,0,0,0,42.89,4.28,7.11,5.94,45.56,2.06,0.06,0.22,0.06,0.39,0.83,0.72,1.22,0.94,0,0.06,0.06,0,0.17,0.11,0.11,0,0,0,0,0,3.17,2.44,1.83,1.22,0.11,1.33,3.22,0.414,1.89,23.67,7.11,0.3,7.89,13.61,2.17,0.94,0.22,0,0.89,4.06,1.28,0,61.89,2.61,19.78,40.78,4.83,0.17,60.56,0.44,0.72,0.615,0.5,0,42.28,185.22,79.11,2.17,0.33,0,0.56,0.39,45.5,43.5,0.956,0.44,0,1.67,0.72,0,0,0,0,9.61,0.56,0.89,0.385,7
1403,Defender,26,Pape Abou Cisse,0,0,0,0,0,0.22,0,0.08,0.08,0.01,0.08,1,0.22,0.222,0,0,12.2,0,0.08,-0.08,-0.08,37.83,46.5,0.814,933.61,346.33,8.56,9.28,0.922,19.06,21.39,0.891,9.89,15.11,0.654,0.17,2.22,0.28,0.06,2.39,44.44,2.06,1.94,0,5.22,3.11,0.11,0,0,0,0,31.67,3.83,11,14.83,28.11,2.28,0.11,0,0.06,1.11,0.39,0.72,0.44,0.28,0,0,0.11,0.06,0,0,0,0,0,0,0,0,1.78,0.83,1.33,0.39,0.06,0.56,1.06,0.526,0.5,7.5,3.11,0.415,5.11,1.83,0.56,1.17,0.44,0,2.22,4,9.06,0.11,62.17,10.17,37.33,26.83,2.11,1.11,60.22,0.39,0.5,0.778,0.39,0,33.61,218.5,123.94,1.44,0.22,0,0.17,0.28,35.44,34.67,0.978,0.11,0,0.89,0.56,0.06,0,0.06,0,9.28,4.11,1.17,0.779,7
1407,Midfielder,30,Pascal GroÃ,0.03,0.26,0,0.03,0.06,0.06,0,0.13,0.09,0.2,0.29,0.99,0.19,0.194,0,0,20,0.22,0.09,-0.1,-0.09,46.35,60.87,0.761,926.86,256.67,19.04,21.76,0.875,18.53,22.18,0.835,8.17,14.71,0.556,2.5,2.4,1.6,0.58,4.26,51.15,9.71,2.21,0.03,7.28,3.81,3.27,5.06,1.7,2.6,0.22,38.94,7.69,14.23,9.13,47.47,1.35,2.4,0.13,0.13,1.22,1.47,1.22,4.2,2.31,1.57,0,0.22,0.06,0.03,0.26,0.13,0.13,0,0,0,0,1.7,0.96,1.09,0.45,0.16,0.77,1.79,0.429,1.03,15.61,4.1,0.263,5.77,6.25,3.59,1.41,0.19,0,0.99,2.69,1.09,0,69.71,1.86,13.85,31.44,28.69,2.56,59.97,0.29,0.54,0.529,0.32,0,42.69,207.37,93.27,4.97,1.99,0.29,1.06,0.9,53.11,45.87,0.864,4.04,0,0.64,0.64,0.22,0.03,0,0,7.95,0.51,1.73,0.229,7
1414,Foward,23,Patrick Cutrone,0.1,0,0.1,0,0,0.1,0,0.3,0.3,0.08,0.37,3.2,0.93,0.29,0.03,0.11,15.8,0,0.09,-0.2,-0.2,10.95,16.43,0.667,173.28,30.38,5.79,7.44,0.778,3.82,5.27,0.725,0.93,2.07,0.45,0.62,0.21,0.62,0.1,1.34,15.19,1.24,0,0,4.13,0.31,1.55,0,0,0,0,10.95,2.79,2.69,2.79,12.5,0.41,0.1,0.31,0,0.41,0.62,0.31,1.34,1.03,0,0.1,0,0.1,0.1,0.31,0.21,0,0,0,0.1,0,0.31,0.21,0.1,0.1,0.1,0,0.31,0,0.31,14.16,3.2,0.226,1.34,6.2,6.61,0.41,0.1,0,0.52,0.83,0.41,0,25.83,0.62,1.76,9.2,16.43,5.99,24.59,0.83,1.55,0.533,0.93,0,18.39,109.74,47.32,3.2,0.52,0.62,1.55,1.03,40.4,19.12,0.473,8.37,0,1.24,1.24,1.34,0.1,0,0,2.89,0.62,3.62,0.146,7
1456,Defender,21,Pierre Kalulu,0.05,0.11,0.05,0,0,0.22,0,0.06,0.06,0.05,0.11,0.48,0.11,0.222,0.11,0.5,13.9,0,0.12,-0.01,-0.01,47.96,57.65,0.832,895.37,305.63,19.16,21.15,0.906,22.88,26.27,0.871,5.11,8.4,0.609,0.54,2.53,0.81,0.38,3.18,50.28,7.37,1.29,0.05,5.33,0.7,1.94,0,0,0,0,41.23,7.27,9.15,6.03,43.28,1.78,5.71,0.32,0.22,0.7,0.65,1.56,1.35,1.18,0,0,0.11,0.05,0,0.22,0.16,0,0,0.05,0,0,3.07,1.56,1.83,0.75,0.48,0.92,1.35,0.68,0.43,17.92,5.54,0.309,8.77,6.62,2.53,1.94,0.38,0,2.05,5.11,2.42,0,69.44,5.97,27.88,32.35,14.32,1.08,62.33,0.38,0.81,0.467,0.43,0.11,40.21,243.62,130.8,4.84,1.88,0.22,1.08,0.54,44.35,41.72,0.941,1.67,0,1.45,0.65,0.05,0,0.11,0,9.04,1.13,2.15,0.344,7
1457,Midfielder,28,Pierre Lees-Melou,0.05,0.05,0.05,0,0,0.19,0.05,0.1,0.1,0.08,0.18,1.67,0.6,0.361,0.03,0.08,20.4,0,0.06,-0.06,-0.06,38.28,46.25,0.828,705.08,185.89,16.96,19,0.893,15.43,17.66,0.874,4.82,7.46,0.646,0.88,3.52,1.07,0.23,4.82,45,1.25,0.93,0.19,8.71,1.44,0.97,0.09,0.05,0,0,31.37,7,7.88,6.86,37.17,1.76,0.14,0.14,0,0.93,1.85,1.99,2.6,1.9,0.09,0.14,0.14,0.14,0.19,0.19,0.09,0,0,0.05,0.05,0,3.8,2.18,1.67,1.71,0.42,1.34,3.85,0.349,2.5,26,6.81,0.262,9.41,12.56,4.03,2.69,0.7,0.05,1.71,5.51,1.34,0,58.86,3.11,16.96,29.94,14.83,1.67,57.74,0.65,1.25,0.519,0.79,0,37.49,178.1,91.44,3.38,1.11,0.23,0.97,0.51,45.19,39.21,0.868,2.69,0,2.18,0.97,0.05,0.05,0,0,8.06,0.65,1.34,0.326,7
1500,Defender,27,Reinildo Mandava,0,0,0,0,0,0.2,0,0.01,0.01,0.02,0.04,0.2,0.05,0.25,0,0,18.1,0,0.06,-0.01,-0.01,48.39,59.76,0.81,801.23,278.92,24.36,26.4,0.923,19.66,23.08,0.852,3.47,7.94,0.437,0.43,2.97,0.7,0.38,3.42,49.27,10.48,1.33,0,5.93,0.73,1.68,0,0,0,0,37.08,12.07,10.61,40.7,6.34,2.49,9.15,0.15,0.28,0.6,1.63,2.19,1.28,0.98,0.05,0.08,0.05,0.05,0.08,0.13,0.13,0,0,0,0,0,3.22,1.96,2.19,0.85,0.18,1.71,2.69,0.636,0.98,13.4,4.7,0.351,6.61,4.85,1.94,2.39,0.2,0.03,2.26,5.48,3.09,0.03,72.05,3.37,23.38,37.03,16.37,0.68,61.97,0.85,1.51,0.567,0.96,0.18,41.63,199.51,115.34,4.35,1.58,0.2,0.63,0.83,43.79,40.73,0.93,1.89,0,1.84,1.76,0.05,0,0,0,9,1.99,0.96,0.675,7
1501,Foward,25,Remi Oudin,0.18,0.21,0.18,0,0,0.07,0,0.19,0.19,0.19,0.37,2.24,0.68,0.302,0.08,0.26,17.9,0.04,0.08,-0.01,-0.01,26.58,39.18,0.678,459.64,125.05,13.27,16.9,0.785,9.57,13.52,0.708,2.92,6.33,0.461,1.39,1.32,1.21,0.39,2.42,35.98,3.2,0.85,0.14,7.72,1.53,2.53,1.35,0.64,0.32,0.11,25.2,6.26,7.72,29.96,4.88,2.1,1,0.18,0.14,1.32,1.42,1.35,2.49,1.89,0.25,0.07,0.18,0.07,0.04,0.32,0.28,0.04,0,0,0,0,1.21,0.75,0.68,0.32,0.21,0.53,1.21,0.441,0.68,8.68,2.28,0.262,2.56,3.67,2.46,1.42,0.07,0,1.71,2.92,1.32,0,51.28,2.17,9.86,24.02,21.07,3.24,48.29,0.64,1.78,0.36,0.75,0.11,31.81,168.97,87.72,4.41,1.53,0.75,1.74,1.14,44.59,34.7,0.778,5.48,0,0.75,1.07,0.11,0,0,0,6.58,1.46,1.42,0.506,7
1515,Foward,22,Riccardo Sottil,0.24,0.08,0.24,0,0,0.32,0.08,0.21,0.21,0.06,0.27,2.01,0.8,0.4,0.12,0.3,16.6,0,0.1,0.03,0.03,21.5,28.4,0.757,422.49,69.22,9.71,11.31,0.858,8.42,11.55,0.729,3.13,4.25,0.736,0.4,0.72,1.36,0.24,2.17,27.43,0.96,0.16,0,3.61,1.52,2.17,0.56,0.16,0.32,0.08,20.94,3.77,3.69,5.45,21.66,0.56,0.16,0.24,0.08,0.48,0.88,0.56,1.2,0.72,0.08,0.08,0.16,0.16,0,0.32,0.24,0,0,0.08,0,0,0.64,0.48,0.32,0.32,0,0,0.56,0,0.56,10.35,2.73,0.264,2.01,4.97,3.37,0.64,0.08,0,0.24,0.88,0.48,0,41.55,0.56,4.89,20.13,22.78,3.77,40.67,2.01,3.05,0.658,2.09,0.08,35.45,333.85,218.42,8.02,2.97,1.36,1.76,2.89,41.31,32.17,0.779,5.45,0.08,1.44,3.61,0.16,0,0,0,5.94,0.48,1.04,0.316,7
1526,Midfielder,27,Robert Andrich,0.24,0.07,0.24,0,0,0.24,0.03,0.13,0.13,0.07,0.19,1.73,0.38,0.22,0.14,0.64,20,0.14,0.08,0.11,0.11,40.58,50.69,0.801,735.46,209.19,18.39,20.95,0.878,16.08,19.57,0.822,5.11,8.01,0.638,0.69,4.31,0.48,0,4.28,49.56,1.14,1.04,0.1,8.87,0.79,0.17,0,0,0,0,34.41,7.11,9.18,10.08,35.2,3.31,0.07,0.35,0.28,0.97,1.21,1.45,1.69,1.17,0.07,0.1,0.1,0.1,0.14,0.24,0.14,0,0,0.03,0.03,0.03,2,1.28,0.86,0.93,0.21,0.48,1.52,0.318,1.04,19.74,6.25,0.316,6.8,10.77,2.17,1.9,0.45,0,2.42,4.42,1.9,0.07,62.01,3.04,17.39,36.3,11.94,1.35,60.94,0.48,0.69,0.7,0.48,0.07,35.54,176.2,75.3,3.11,1.24,0.14,0.79,0.48,41.17,37.96,0.922,1.28,0,2.38,1.28,0.1,0,0,0.03,12.56,2.14,1.1,0.66,7
1613,Foward,24,Samuel Kalu,0.27,0.09,0.27,0,0,0.18,0,0.19,0.19,0.04,0.24,3.01,1.28,0.424,0.09,0.21,18.9,0.18,0.06,0.08,0.08,22.32,29.79,0.749,381.22,86.63,11.75,13.57,0.866,8.02,10.2,0.786,2.28,4.55,0.5,0.82,1.82,0.64,0.18,2.28,27.69,2.1,0.55,0,6.74,1.91,1.82,1,0.36,0.27,0.36,20.95,4.46,4.37,1.91,26.05,0.73,0.55,0.09,0.27,0.82,1,1.18,2.73,0.73,0.46,0.82,0.18,0.36,0.18,0.18,0,0.09,0,0.09,0,0,2.37,1.82,1.09,0.82,0.46,0.55,1.09,0.5,0.55,13.03,4.19,0.322,2.82,5.65,4.55,1.18,0,0,0.73,3.1,0.27,0,48.46,0.27,6.29,22.14,24.41,4.28,46.18,3.37,6.1,0.552,3.46,0.09,38.53,189.11,114.69,6.29,1.73,0.91,3.01,3.55,46.18,35.53,0.769,7.01,0,1.18,3.1,0.27,0,0,0,5.19,0.55,1.37,0.286,7
1652,Midfielder,27,Sergi Darder,0,0.15,0,0,0,0.07,0,0.07,0.07,0.13,0.2,1.31,0.36,0.278,0,0,26,0,0.05,-0.07,-0.07,37.74,43.98,0.858,723.27,188.78,16.19,17.85,0.907,14.88,16.11,0.923,5.81,8.2,0.708,1.02,3.77,0.73,0.07,2.69,42.02,1.96,0.8,0.07,6.39,2.18,0.8,0.22,0,0.07,0,33.31,4.14,6.53,3.48,39.12,0.94,0.22,0.22,0.15,0.36,1.23,0.65,2.18,1.74,0.07,0.07,0.15,0,0.15,0.29,0.29,0,0,0,0,0,0.94,0.51,0.36,0.29,0.29,0.44,1.45,0.3,1.02,15.17,3.41,0.225,5.08,7.62,2.47,0.73,0.07,0,1.23,2.18,1.02,0.07,52.4,1.52,12.05,33.46,12.56,1.16,50.44,1.81,2.47,0.735,1.81,0.15,39.77,243.29,133.84,5.73,2.1,0.51,0.73,1.6,43.77,39.7,0.907,1.67,0,1.02,0.94,0,0,0,0,5.88,0.15,0.29,0.333,7
1682,Defender,20,Sinaly Diomande,0,0,0,0,0,0.23,0,0.06,0.06,0.01,0.08,0.82,0.12,0.143,0,0,12.8,0,0.08,-0.06,-0.06,58.75,63.84,0.92,1295.17,416.7,15.04,15.86,0.948,32.65,34.7,0.941,10.65,12.52,0.85,0.23,2.69,0.18,0,3.04,61.56,2.28,1.17,0.06,3.22,1.76,0,0,0,0,0,54.07,4.39,5.38,5.97,54.01,1.58,1.11,0.29,0.06,0.53,1.23,0.41,0.64,0.53,0,0,0,0,0.12,0,0,0,0,0,0,0,0.99,0.7,0.7,0.29,0,0.53,1.29,0.409,0.76,7.43,2.46,0.331,3.63,3.45,0.35,1.23,0.82,0.06,2.75,3.75,6.44,0.06,76.19,9.19,39.91,39.03,2.57,0.88,73.91,0.29,0.47,0.625,0.29,0,51.14,249.28,131.9,1.87,0.29,0.06,0.29,0.12,55.24,54.13,0.98,0.06,0,0.88,0.76,0,0,0,0.06,7.14,3.34,1.11,0.75,7
1705,Foward,29,Stephan El Shaarawy,0.27,0.14,0.27,0,0,0.14,0,0.25,0.25,0.21,0.46,2.99,1.15,0.386,0.09,0.24,17.9,0,0.08,0.02,0.02,33.35,41.43,0.805,606.29,139.86,14.74,17.52,0.841,14.54,17.25,0.843,3.67,4.89,0.75,2.17,1.63,1.83,0.41,2.99,39.8,1.63,0.27,0.07,6.79,0.75,2.11,0.07,0,0,0,27.85,7.88,5.71,2.85,35.32,1.29,1.22,0.2,0.07,0.41,1.43,1.29,3.87,3.06,0,0.34,0.27,0.14,0.07,0.2,0.07,0,0.07,0.07,0,0,1.15,0.41,0.34,0.82,0,0.41,0.68,0.6,0.27,12.97,2.78,0.215,2.92,5.64,4.42,1.56,0.27,0,1.09,2.24,0.54,0,53.8,0.88,8.42,22.62,27.17,5.64,52.37,1.43,3.06,0.467,1.63,0.27,39.4,232.44,136.73,7.13,2.58,1.43,1.43,1.22,50.6,39.33,0.777,6.18,0,1.02,1.49,0.2,0,0,0,7.88,0.75,1.36,0.355,7
1709,Foward,27,Steve MouniÃ©,0.31,0.09,0.31,0,0.03,0.12,0,0.43,0.4,0.07,0.47,2.89,1.08,0.372,0.11,0.29,12.1,0,0.14,-0.12,-0.1,15.42,25.97,0.594,220.89,46.37,9.08,13.51,0.672,4.77,8.77,0.544,0.74,1.38,0.533,0.68,1.45,0.4,0.03,1.63,25.54,0.43,0,0,12.18,0.28,0.34,0,0,0,0,11.51,6.74,7.72,2.34,12.8,2.77,0.06,0.46,0.15,1.17,1.35,0.55,1.82,1.23,0,0.09,0.18,0.25,0.06,0.22,0.15,0,0,0,0.06,0,0.74,0.46,0.15,0.43,0.15,0.15,0.77,0.2,0.62,18.74,4.34,0.232,1.6,10.62,6.52,0.62,0.06,0,0.4,1.14,0.89,0,37.75,0.92,3.94,19.08,16.68,5.42,37.29,0.49,0.98,0.5,0.62,0.03,17.75,85.94,33.66,1.69,0.58,0.15,3.02,1.78,50.92,29.45,0.578,6.09,0,2.46,1.11,0.65,0.03,0,0,4.52,9.38,4.74,0.664,7
1733,Foward,31,Teemu Pukki,0.35,0,0.21,0.14,0.14,0.14,0,0.33,0.23,0.04,0.27,1.9,0.63,0.333,0.11,0.33,14.2,0,0.12,0.02,-0.01,11.68,15.48,0.755,176.55,19.07,6.4,7.88,0.813,4.22,5.42,0.779,0.7,0.84,0.833,0.42,0.21,0.14,0,0.63,12.88,2.6,0,0.07,3.03,0.21,0.63,0,0,0,0,10.41,3.31,1.76,1.62,12.24,0.84,0.14,0.28,0,0.42,0.56,0.7,1.48,0.77,0,0.14,0.07,0.49,0,0.07,0,0,0,0,0.07,0,0.7,0.35,0,0.35,0.35,0.07,0.49,0.143,0.42,20.05,4.64,0.232,1.76,8.8,9.5,0.77,0.07,0,0.56,1.27,0.14,0,24.49,0.21,1.76,10.98,13.09,4.86,21.88,0.77,1.83,0.423,0.84,0.07,14.92,61.85,33.42,1.83,0.63,0.63,1.48,1.34,35.25,15.2,0.431,6.33,0,1.27,1.13,0.21,0.07,0,0,3.94,0.63,3.52,0.153,7
1763,Defender,19,Timothee Pembele,0.18,0,0.18,0,0,0.18,0,0.17,0.17,0.11,0.28,1.7,0.72,0.421,0.11,0.25,14.6,0,0.1,0.01,0.01,34.35,43.93,0.782,512.98,170.61,19.86,23.26,0.854,12.35,15.75,0.784,1.34,2.15,0.625,0.98,1.88,0.81,0.45,2.51,34.09,9.84,0.27,0,6.35,0.36,1.79,0,0,0,0,28.81,11.63,3.49,2.42,29.61,1.52,9.57,0,0,0.72,2.51,1.07,1.88,1.25,0,0.36,0.18,0.09,0,0.09,0,0,0,0,0.09,0,1.52,0.98,0.72,0.81,0,0.45,1.61,0.278,1.16,14.22,4.2,0.296,5.1,5.1,4.03,1.16,0.09,0.09,1.61,3.13,0.72,0,59.05,1.61,12.44,29.17,22.72,4.83,49.56,2.33,4.92,0.473,2.59,0.27,39.81,206.57,141.08,6.26,1.79,1.43,3.22,2.06,45.36,37.4,0.824,4.47,0,1.25,1.43,0.09,0,0,0,5.9,1.16,1.16,0.5,7
1823,Midfielder,21,Vitinha,0,0.13,0,0,0,0.26,0,0.1,0.1,0.09,0.19,1.67,0.64,0.385,0,0,21.6,0,0.06,-0.1,-0.1,48.33,55.9,0.865,853.97,156.28,22.31,24.36,0.916,20,21.41,0.934,5.26,8.33,0.631,1.41,4.49,0.51,0,2.69,52.56,3.33,1.28,0.13,11.15,1.79,0.64,2.05,0.77,0.9,0.13,42.05,6.54,7.31,2.44,51.54,1.79,0,0,0.26,0.26,1.03,0.64,2.56,2.05,0.26,0.13,0.13,0,0,0.13,0.13,0,0,0,0,0,1.67,1.15,0.77,0.77,0.13,0.13,1.92,0.067,1.79,20.64,7.18,0.348,4.87,12.31,3.46,0.77,0.13,0,1.54,3.21,0.77,0,65.9,1.03,9.23,38.46,22.69,1.79,62.56,1.28,1.67,0.769,1.41,0.13,46.79,253.59,134.74,6.54,1.79,0.38,1.54,1.79,56.67,49.62,0.876,3.46,0,1.79,1.28,0.13,0,0,0,6.92,0.38,0.77,0.333,7
1838,Defender,20,Wilfried Singo,0.07,0.11,0.07,0,0,0.11,0.07,0.06,0.06,0.11,0.17,0.89,0.07,0.08,0.08,1,14.8,0,0.07,0.01,0.01,35.75,46.59,0.767,627.71,223.69,15.82,18,0.879,16.32,20.36,0.801,3.08,6.16,0.5,1,1.57,1.32,0.57,3.4,37.75,8.84,0.25,0.04,6.51,1.11,2.72,0,0,0,0,25.84,11.49,9.27,3.86,30.74,2.04,8.59,0,0.07,0.68,1.11,0.89,1.68,1.25,0.04,0.11,0.07,0.14,0.07,0.14,0.14,0,0,0,0,0,1.43,0.75,0.64,0.54,0.25,0.54,1.07,0.5,0.54,10.59,3.22,0.304,3.44,4.15,3.01,1.07,0.18,0,1.22,2.65,1.83,0,59.51,2.4,12.24,28.41,23.15,2.18,50.96,2,3.54,0.566,2.33,0.07,38.65,208.06,127.07,5.73,1.57,0.72,1.9,1.68,42.12,36,0.855,2.15,0.04,1.54,2.18,0.04,0,0,0,8.3,2,1.47,0.577,7
1848,Defender,23,Wout Faes,0.05,0,0.05,0,0,0.23,0.03,0.03,0.03,0.01,0.03,0.33,0.08,0.231,0.15,0.67,11.4,0,0.08,0.02,0.02,39.09,45.08,0.867,896.48,272.36,9.26,10.31,0.898,20.75,22.11,0.939,8.78,11.95,0.735,0.08,2.06,0.08,0,2.11,44.07,1.01,0.83,0.03,3.7,1.61,0.03,0,0,0,0,34.26,3.62,7.19,5.81,36.17,2.39,0.13,0.08,0.15,0.91,0.73,0.6,0.35,0.28,0.03,0,0.03,0,0.03,0.03,0,0,0,0.03,0,0,1.46,0.98,1.06,0.38,0.03,0.63,1.26,0.5,0.63,6.97,2.59,0.372,4.53,2.26,0.18,1.51,0.91,0,2.16,3.62,4.85,0.05,55.56,10.51,35.49,22.61,1.26,0.75,54.66,0.35,0.45,0.778,0.35,0,35.22,200.8,122.17,2.26,0.15,0.03,0.38,0.35,36.8,35.94,0.977,0.05,0.03,0.78,0.43,0,0,0.05,0,7.55,1.61,1.08,0.598,7
