,Age,Foward,Midfielder,Defender,Goals,Assists,npxG+xA,Passes Completed,Key Passes,Passes into Final Third,Live-ball passes,Through Balls,Ground passes,Shot-Creating Actions,Goal-Creating Actions,Tackles Won,Dribblers Tackled,% of dribblers tackled,Successful Pressures,Successful Pressure %,Blocks,Dribbles Completed,Progressive Carries,Dispossessed,Ball Recoveries,Market value
0,21,1,0,0,0.19,0.0,0.61,8.23,0.57,0.0,9.77,0.0,6.7,1.15,0.0,0.57,0.0,0.0,4.21,0.314,1.91,0.38,2.3,0.96,2.87,7.0
1,31,0,0,1,0.02,0.2,0.2,49.11,1.67,4.11,50.71,0.02,36.11,2.58,0.39,0.44,0.37,0.41700000000000004,2.14,0.337,1.43,0.15,3.64,0.32,8.49,5.0
2,19,0,0,1,0.21,0.0,0.05,37.27,0.49,1.18,35.67,0.0,30.65,1.04,0.07,0.77,0.56,0.615,3.69,0.276,2.3,1.32,4.74,0.84,5.99,8.0
3,24,1,0,0,0.31,0.0,0.27,13.53,1.14,1.04,17.48,0.31,11.65,1.77,0.1,0.42,0.21,0.222,2.29,0.239,0.52,1.04,2.81,1.98,3.12,2.2
4,24,0,0,1,0.0,0.11,0.11,37.26,1.02,1.96,38.31,0.07,27.57,1.38,0.15,0.87,0.73,0.37,3.37,0.27399999999999997,1.45,0.87,3.74,0.62,6.35,4.5
5,30,0,1,0,0.2,0.29,0.77,53.3,2.25,4.69,58.76,0.1,47.64,3.9,0.49,0.68,0.29,0.15,3.71,0.259,0.68,1.07,6.64,0.59,6.15,10.0
6,24,0,0,1,0.02,0.1,0.07,51.77,0.71,2.44,51.75,0.02,44.14,1.51,0.16,1.41,0.42,0.447,3.81,0.313,2.76,1.53,5.91,0.81,7.58,40.0
7,25,0,0,1,0.0,0.09,0.07,60.08,0.28,3.42,60.17,0.09,52.67,0.52,0.14,1.45,0.84,0.514,3.66,0.32899999999999996,1.78,1.59,4.92,0.7,7.27,25.0
8,28,0,1,0,0.11,0.21,0.17,35.68,0.64,2.74,42.52,0.14,32.54,1.96,0.32,1.25,0.82,0.426,5.74,0.27899999999999997,1.46,0.82,3.21,0.93,11.83,25.0
9,27,0,1,0,0.06,0.06,0.15,37.34,0.63,3.98,44.12,0.11,34.1,1.76,0.17,1.25,0.63,0.33299999999999996,4.55,0.256,1.71,0.97,3.76,0.91,10.25,4.0
10,30,1,0,0,0.2,0.0,0.24,23.58,0.59,0.98,30.07,0.2,23.58,1.57,0.2,0.59,0.79,0.5710000000000001,2.95,0.28300000000000003,0.98,1.38,6.09,2.16,5.31,2.0
11,26,1,0,0,0.14,0.0,0.25,19.39,1.56,0.71,25.33,0.14,15.85,3.25,0.14,0.57,0.14,0.125,3.54,0.185,0.85,2.26,3.54,2.83,5.94,3.5
12,23,0,0,1,0.16,0.19,0.27,50.5,1.09,2.28,50.2,0.02,43.24,2.14,0.37,1.21,0.91,0.382,4.51,0.276,1.35,1.09,6.67,1.19,4.95,70.0
13,24,1,0,0,0.17,0.17,0.46,13.07,1.03,0.86,17.19,0.09,12.89,2.15,0.26,0.43,0.0,0.0,3.87,0.281,0.52,1.12,4.56,1.63,3.95,18.0
14,30,0,1,0,0.0,0.0,0.11,41.66,1.34,4.2,46.82,0.0,35.16,2.48,0.0,0.76,1.15,0.429,5.54,0.24,0.57,0.57,3.63,0.76,12.8,2.0
15,33,0,1,0,0.04,0.04,0.18,47.9,0.8,3.07,54.68,0.13,43.15,2.06,0.17,1.64,0.76,0.27699999999999997,6.27,0.336,1.47,0.76,3.96,1.01,9.47,4.0
16,29,0,1,0,0.05,0.05,0.06,45.32,0.65,2.75,46.8,0.02,37.31,1.31,0.12,0.84,0.6,0.51,2.68,0.298,1.79,0.65,4.54,0.74,8.18,10.0
17,25,1,0,0,0.38,0.25,0.46,30.73,1.76,2.57,36.44,0.19,27.97,3.76,0.63,0.44,0.25,0.364,2.32,0.184,0.94,3.45,6.52,3.26,6.71,8.0
18,34,1,0,0,0.18,0.0,0.39,14.54,0.82,1.28,25.43,0.09,10.79,1.65,0.0,0.91,0.18,0.25,5.58,0.33299999999999996,0.73,1.28,1.46,3.2,6.22,0.8
19,26,0,0,1,0.04,0.0,0.04,56.58,0.13,4.88,65.41,0.0,50.28,0.59,0.08,0.84,0.5,0.429,3.15,0.391,2.14,0.46,6.31,0.42,11.14,18.0
20,29,0,0,1,0.04,0.0,0.08,43.63,0.11,1.29,43.96,0.0,38.93,0.54,0.04,0.68,0.25,0.5,3.41,0.365,1.98,0.18,1.76,0.14,8.99,4.0
21,25,1,0,0,0.06,0.06,0.28,20.18,1.83,1.55,28.73,0.03,18.44,4.1,0.25,0.72,0.19,0.33299999999999996,3.45,0.305,0.84,5.29,9.95,3.11,5.88,30.0
22,26,1,0,0,0.34,0.17,0.12,13.1,0.34,0.0,16.67,0.0,11.57,1.02,0.34,1.02,0.68,0.364,4.08,0.25,1.87,1.7,3.23,2.04,3.91,2.5
23,24,1,0,0,0.1,0.13,0.35,29.14,1.94,1.62,34.13,0.19,30.13,3.59,0.32,1.05,0.32,0.278,5.08,0.281,1.46,2.32,6.36,2.51,6.77,11.0
24,19,0,1,0,0.0,0.29,0.33,35.48,2.3,2.99,40.72,0.35,32.15,4.31,0.4,1.27,0.63,0.275,6.33,0.278,0.81,1.5,7.07,2.36,7.02,10.0
25,35,0,0,1,0.18,0.0,0.04,26.93,0.0,1.66,30.8,0.0,22.87,0.37,0.0,0.55,0.74,0.8,2.58,0.5,0.92,0.18,1.11,0.37,5.53,0.25
26,26,1,0,0,0.17,0.25,0.46,30.15,2.53,2.62,36.34,0.37,28.12,4.49,0.62,0.54,0.21,0.263,2.82,0.275,1.08,3.45,8.6,3.24,4.94,12.0
27,22,1,0,0,0.23,0.0,0.31,10.51,0.57,0.23,16.1,0.11,9.14,1.6,0.34,0.34,0.0,0.0,4.57,0.193,0.91,1.14,1.48,1.48,3.31,6.0
28,29,1,0,0,0.0,0.14,0.29,21.21,1.88,1.32,27.96,0.0,18.08,4.1,0.35,0.9,0.77,0.297,3.13,0.231,1.6,1.11,5.56,1.81,7.72,7.0
29,25,0,1,0,0.0,0.0,0.04,36.11,0.27,2.22,40.96,0.13,30.79,0.67,0.07,2.43,1.35,0.47600000000000003,9.23,0.345,1.68,0.34,1.75,1.55,11.05,2.8
30,25,1,0,0,0.3,0.0,0.37,13.77,0.81,0.91,18.12,0.0,12.35,1.42,0.1,0.61,0.3,0.3,3.44,0.214,0.81,0.4,1.52,1.11,4.66,5.0
31,26,0,1,0,0.12,0.12,0.16,45.52,0.44,3.66,49.86,0.03,41.44,1.65,0.27,1.83,0.71,0.444,6.29,0.318,1.95,0.77,4.81,1.12,8.68,30.0
32,32,0,1,0,0.04,0.08,0.06,46.67,0.45,4.37,50.62,0.0,38.39,1.44,0.16,1.65,0.78,0.345,7.54,0.306,2.22,0.54,2.97,1.03,11.29,3.0
33,27,0,1,0,0.11,0.0,0.09,34.37,0.52,3.19,41.15,0.04,29.15,1.37,0.11,1.67,0.7,0.42200000000000004,5.85,0.335,1.67,1.48,3.37,1.04,11.41,6.0
34,28,0,1,0,0.3,0.09,0.47,32.75,1.19,2.9,40.75,0.18,30.81,3.1,0.48,1.31,0.75,0.278,7.7,0.289,1.91,1.19,3.25,1.91,8.81,6.0
35,20,0,0,1,0.09,0.04,0.16,49.61,0.8,2.66,50.32,0.0,41.41,1.51,0.18,1.02,0.71,0.42100000000000004,4.12,0.281,2.44,0.75,7.36,0.84,7.67,12.0
36,29,0,1,0,0.0,0.11,0.15,46.04,1.21,3.52,50.11,0.0,40.99,2.42,0.11,1.32,0.88,0.25,5.6,0.273,0.99,0.66,3.3,1.65,8.13,1.5
37,34,0,0,1,0.0,0.0,0.12,48.09,1.35,3.82,49.55,0.0,29.1,2.13,0.0,1.35,0.56,0.7140000000000001,3.03,0.386,1.57,0.45,4.72,0.79,9.66,0.8
38,24,0,0,1,0.0,0.0,0.06,40.64,0.73,3.0,41.91,0.05,28.93,1.36,0.09,1.0,0.82,0.45,3.86,0.315,1.32,0.91,4.63,0.95,8.95,6.0
39,20,0,1,0,0.0,0.0,0.09,30.1,0.45,2.72,36.91,0.0,30.4,1.51,0.0,1.82,0.3,0.125,6.66,0.29100000000000004,2.42,1.66,5.9,2.12,11.5,2.0
40,24,0,1,0,0.0,0.0,0.1,30.22,0.62,2.05,35.75,0.14,27.51,1.95,0.19,1.19,0.57,0.293,6.44,0.301,1.38,1.29,3.48,2.15,9.63,16.0
41,30,0,0,1,0.07,0.04,0.1,54.29,0.07,2.2,56.19,0.0,49.74,0.18,0.04,0.62,0.22,0.5,1.87,0.3720000000000001,1.14,0.04,2.67,0.11,7.47,8.0
42,25,1,0,0,0.09,0.04,0.25,24.53,1.21,1.52,30.61,0.04,25.06,3.09,0.09,1.66,1.12,0.309,6.13,0.292,1.43,2.1,5.01,2.24,6.0,3.0
43,25,0,1,0,0.13,0.0,0.18,62.78,1.21,5.93,69.52,0.27,59.55,2.83,0.4,1.48,0.54,0.267,5.12,0.311,2.29,1.08,6.06,2.69,11.99,3.0
44,26,0,0,1,0.0,0.06,0.09,46.95,0.83,2.3,46.0,0.0,35.43,1.89,0.18,1.65,1.42,0.667,4.07,0.34700000000000003,1.54,1.0,5.26,1.18,8.39,1.5
45,28,1,0,0,0.28,0.04,0.46,23.99,1.58,2.27,30.49,0.41,23.1,3.69,0.24,0.41,0.28,0.26899999999999996,4.14,0.29100000000000004,0.45,1.18,4.75,1.46,4.1,18.0
46,22,0,1,0,0.0,0.0,0.11,52.84,1.34,5.01,57.29,0.11,47.5,2.34,0.0,1.34,0.78,0.583,3.78,0.315,1.67,0.33,6.9,0.56,9.46,16.0
47,25,1,0,0,0.67,0.0,0.54,15.31,1.48,0.81,19.75,0.0,14.51,2.69,0.0,0.81,0.54,0.444,4.84,0.265,1.21,1.48,4.7,2.55,3.9,4.0
48,26,0,1,0,0.0,0.0,0.07,28.79,0.45,2.12,33.86,0.0,26.52,1.44,0.0,0.98,0.83,0.324,4.55,0.265,2.12,0.61,2.73,0.83,7.8,3.5
49,29,0,0,1,0.26,0.0,0.3,43.08,0.94,2.72,45.47,0.0,37.29,2.55,0.09,0.85,0.6,0.33299999999999996,3.66,0.251,1.62,1.19,7.07,0.94,5.7,2.5
50,30,1,0,0,0.09,0.14,0.17,24.77,0.92,2.38,31.08,0.14,21.61,2.66,0.41,0.96,0.55,0.245,4.49,0.278,1.37,3.2,6.78,2.2,6.59,1.2
51,22,1,0,0,0.1,0.21,0.25,20.44,1.46,1.67,26.7,0.21,19.19,2.29,0.21,1.25,0.31,0.273,6.15,0.309,2.82,0.73,4.17,2.19,5.42,3.0
52,32,0,1,0,0.08,0.04,0.06,34.26,0.43,3.18,38.26,0.0,28.21,1.1,0.04,1.73,1.06,0.44299999999999995,6.48,0.285,2.16,0.9,2.79,0.9,11.39,3.0
53,32,0,0,1,0.13,0.07,0.16,49.59,1.07,3.22,49.79,0.0,37.66,2.14,0.4,0.94,0.54,0.308,3.62,0.34,1.74,0.47,4.36,1.21,8.31,2.0
54,22,0,0,1,0.0,0.0,0.05,34.72,0.43,3.51,38.61,0.0,23.27,1.17,0.16,1.01,0.59,0.3670000000000001,3.78,0.32899999999999996,1.7,0.53,4.1,0.64,8.09,4.0
55,30,0,0,1,0.0,0.0,0.04,61.19,0.23,4.49,64.99,0.0,53.12,0.75,0.06,0.63,0.35,0.33299999999999996,3.51,0.359,1.96,0.29,3.69,0.06,11.75,3.5
56,27,1,0,0,0.13,0.13,0.48,19.99,1.65,1.02,25.21,0.13,15.4,3.44,0.25,0.51,0.0,0.0,4.46,0.35,0.89,0.76,1.53,2.16,3.69,18.0
57,25,0,1,0,0.34,0.59,0.54,34.79,2.75,2.21,42.06,0.2,31.7,3.83,0.64,1.18,0.59,0.182,7.26,0.297,1.96,1.72,6.38,1.86,7.61,28.0
58,26,0,1,0,0.31,0.41,0.54,39.82,2.26,3.59,49.26,0.21,38.79,4.21,0.72,1.23,0.62,0.667,6.26,0.35700000000000004,0.31,1.74,7.59,2.67,10.06,13.5
59,22,0,0,1,0.0,0.09,0.09,61.5,0.35,4.99,64.84,0.07,52.85,1.1,0.14,0.81,0.48,0.525,3.2,0.32899999999999996,1.47,0.14,5.87,0.35,8.31,60.0
60,22,0,0,1,0.0,0.06,0.08,35.62,0.18,3.3,41.01,0.12,31.6,0.42,0.12,0.72,0.54,0.529,3.36,0.295,1.86,0.12,2.94,0.3,8.63,2.5
61,26,0,1,0,0.06,0.0,0.1,27.56,0.77,2.09,32.79,0.0,23.37,1.65,0.11,1.1,0.61,0.275,3.8,0.223,1.82,0.22,1.82,0.66,8.54,2.0
62,30,0,0,1,0.0,0.05,0.11,44.36,0.79,2.23,48.07,0.0,33.7,1.34,0.1,1.19,0.99,0.345,3.67,0.325,0.94,0.4,3.37,0.15,6.89,8.0
63,27,0,1,0,0.0,0.0,0.19,28.36,1.7,2.17,33.66,0.05,24.54,3.71,0.27,1.01,0.58,0.478,6.68,0.305,1.8,1.8,4.03,2.44,9.96,1.5
64,31,0,0,1,0.06,0.0,0.02,30.62,0.06,1.67,34.9,0.06,25.85,0.36,0.0,1.43,0.95,0.64,4.41,0.37,1.19,0.18,1.31,0.18,5.72,0.8
65,26,0,0,1,0.03,0.07,0.08,46.01,0.17,2.2,49.48,0.0,40.69,0.48,0.14,0.79,0.52,0.625,2.92,0.35600000000000004,1.79,0.03,1.75,0.0,8.01,20.0
66,26,1,0,0,0.2,0.14,0.37,23.96,1.29,1.08,32.02,0.14,21.66,2.84,0.44,1.29,0.51,0.214,6.7,0.252,2.64,1.52,4.47,1.93,6.74,15.0
67,21,1,0,0,0.0,0.0,0.48,11.03,0.52,0.17,14.31,0.17,11.03,2.07,0.17,0.69,0.17,0.5,2.93,0.16699999999999998,0.34,1.21,1.55,1.21,4.14,0.7
68,29,0,1,0,0.32,0.09,0.18,33.93,1.06,3.74,39.06,0.05,28.57,1.66,0.14,1.11,0.79,0.34,4.11,0.235,1.34,0.42,3.14,1.02,9.2,6.0
69,25,1,0,0,0.1,0.1,0.2,26.03,1.04,2.08,32.63,0.1,25.05,2.49,0.21,0.94,0.62,0.48,4.21,0.302,1.2,2.55,6.81,1.46,5.82,22.0
70,28,0,0,1,0.05,0.09,0.14,36.37,0.95,1.81,39.9,0.0,27.99,1.9,0.18,1.45,1.0,0.44,3.76,0.273,2.22,0.72,5.44,1.18,9.06,6.0
71,28,0,1,0,0.09,0.28,0.21,39.85,0.74,5.76,49.13,0.09,35.57,2.41,0.46,1.67,0.37,0.2,5.76,0.337,1.3,1.49,7.71,2.6,9.1,18.0
72,30,0,0,1,0.08,0.03,0.13,54.79,1.0,4.01,57.62,0.0,43.95,2.08,0.26,1.13,0.64,0.47200000000000003,3.5,0.374,1.59,0.59,7.32,1.18,8.84,20.0
73,28,0,0,1,0.07,0.07,0.09,50.36,1.07,3.68,51.43,0.0,39.38,2.21,0.2,0.87,0.8,0.429,3.62,0.344,2.08,0.4,4.22,0.67,6.5,20.0
74,27,0,0,1,0.0,0.0,0.08,40.65,0.17,2.57,44.86,0.06,33.41,0.65,0.06,1.41,0.82,0.527,3.39,0.337,1.67,0.17,2.52,0.28,6.98,8.0
75,28,0,0,1,0.1,0.0,0.07,32.46,0.29,2.05,39.35,0.05,25.32,0.59,0.1,1.71,1.47,0.5770000000000001,4.25,0.40700000000000003,1.52,0.34,1.47,0.24,12.51,2.0
76,22,1,0,0,0.62,0.06,0.62,12.99,0.62,0.62,15.29,0.21,12.2,2.15,0.15,0.32,0.09,0.231,2.86,0.266,0.53,1.65,3.18,1.86,3.18,40.0
77,26,1,0,0,0.37,0.16,0.57,22.26,1.48,0.84,28.01,0.11,19.73,3.27,0.37,0.79,0.42,0.42100000000000004,4.75,0.28,1.0,1.53,4.91,3.75,4.59,16.0
78,30,1,0,0,0.6,0.09,0.45,19.84,1.01,1.65,24.88,0.23,19.25,2.7,0.27,0.73,0.18,0.2,4.72,0.301,0.78,1.01,1.88,1.37,4.31,22.0
79,23,0,1,0,0.2,0.25,0.4,30.67,1.81,2.06,34.74,0.0,29.67,3.31,0.55,1.31,0.85,0.405,4.67,0.27399999999999997,0.8,2.26,5.37,2.11,5.47,12.0
80,21,1,0,0,0.33,0.5,0.2,22.88,2.0,1.5,31.89,0.17,22.04,3.01,0.67,1.34,1.34,0.444,6.51,0.3,1.5,1.17,4.34,1.84,7.51,1.0
81,22,0,1,0,0.13,0.13,0.29,28.31,1.19,2.38,34.24,0.2,27.45,2.57,0.13,1.85,0.79,0.27899999999999997,7.85,0.345,1.78,0.86,4.02,1.58,8.51,10.0
82,22,1,0,0,0.06,0.18,0.24,32.46,1.16,1.8,39.24,0.03,31.54,3.06,0.37,1.25,0.79,0.317,6.3,0.281,1.83,1.89,5.5,1.41,7.21,18.0
83,32,1,0,0,0.54,0.45,0.78,33.07,2.71,3.16,39.76,0.36,26.84,5.69,1.08,0.9,0.18,0.11800000000000001,5.15,0.248,0.45,2.35,5.42,3.07,4.7,5.0
84,29,0,0,1,0.06,0.06,0.11,25.45,0.84,1.95,30.75,0.06,16.05,1.47,0.15,2.13,1.29,0.457,5.57,0.287,2.37,0.6,2.75,0.69,9.31,3.0
85,25,0,0,1,0.03,0.09,0.26,38.79,1.05,1.47,41.56,0.09,30.77,2.04,0.21,1.02,0.51,0.27899999999999997,3.73,0.284,2.16,1.32,6.49,1.32,6.88,20.0
86,28,0,1,0,0.05,0.1,0.15,35.95,0.87,4.43,43.65,0.14,31.81,1.64,0.24,1.16,0.43,0.321,4.86,0.26899999999999996,1.01,0.77,3.71,1.64,8.86,10.0
87,32,1,0,0,0.18,0.18,0.47,17.06,1.09,1.45,25.04,0.18,14.33,2.18,0.36,0.0,0.18,0.25,4.54,0.34700000000000003,1.63,0.54,2.18,1.09,6.17,1.2
88,28,1,0,0,0.0,0.0,0.78,31.04,1.37,0.39,39.44,0.78,29.87,2.54,0.0,0.59,0.0,0.0,4.1,0.263,1.17,2.34,5.86,1.37,6.83,5.0
89,30,0,1,0,0.0,0.04,0.04,32.38,0.73,3.93,38.67,0.0,28.08,1.56,0.22,2.47,0.98,0.25,8.62,0.295,1.78,0.91,4.04,0.87,10.19,22.0
90,33,0,0,1,0.0,0.05,0.1,22.74,0.51,2.28,27.15,0.0,13.93,1.06,0.1,0.66,0.61,0.48,3.04,0.27399999999999997,1.47,0.61,2.68,0.91,5.82,2.0
91,24,1,0,0,0.2,0.23,0.36,19.38,1.84,1.52,24.23,0.27,19.27,3.79,0.51,0.31,0.0,0.0,2.54,0.265,0.7,4.3,8.56,3.99,5.86,30.0
92,25,0,0,1,0.23,0.11,0.28,31.88,0.57,1.81,35.73,0.0,23.18,1.47,0.23,1.47,0.9,0.5,5.31,0.405,2.15,1.02,3.73,1.24,8.14,5.5
93,21,0,0,1,0.03,0.2,0.17,63.26,1.06,3.9,62.79,0.03,55.12,2.54,0.33,1.65,0.95,0.5479999999999999,5.16,0.37,2.34,3.26,9.73,1.73,10.87,70.0
94,29,1,0,0,0.34,0.07,0.26,16.69,0.94,0.54,28.41,0.0,14.74,1.82,0.07,0.88,0.2,0.188,3.7,0.258,1.95,0.61,4.24,0.88,7.27,3.0
95,31,0,0,1,0.07,0.07,0.03,62.21,0.07,3.8,65.57,0.0,55.42,0.41,0.1,0.37,0.51,0.625,1.93,0.34299999999999997,1.36,0.1,4.82,0.24,7.98,5.0
96,29,1,0,0,0.4,0.19,0.6,18.7,1.7,1.08,23.78,0.12,16.73,2.91,0.46,0.46,0.12,0.14300000000000002,4.27,0.282,0.93,1.05,3.52,1.55,4.17,45.0
97,36,1,0,0,0.27,0.04,0.27,14.67,0.51,1.48,21.96,0.12,9.95,1.21,0.23,0.16,0.08,0.222,1.76,0.225,0.59,1.09,0.78,1.33,3.04,1.2
98,25,0,0,1,0.11,0.06,0.15,44.55,0.84,1.63,42.69,0.0,34.82,1.52,0.17,1.01,0.62,0.423,4.33,0.304,1.91,0.62,6.08,0.68,5.91,10.0
99,24,0,1,0,0.07,0.0,0.13,44.33,0.4,3.33,48.73,0.07,40.4,1.0,0.13,1.13,0.67,0.35700000000000004,5.33,0.231,1.13,0.73,2.67,0.4,8.13,14.0
100,23,0,1,0,0.15,0.0,0.26,42.37,1.24,3.77,50.63,0.18,37.21,2.92,0.22,1.21,0.8,0.32799999999999996,6.14,0.313,2.16,0.99,5.52,1.13,10.78,24.0
101,25,1,0,0,0.0,0.16,0.16,12.72,0.48,1.27,16.22,0.0,11.93,2.07,0.16,1.91,1.11,0.636,4.93,0.244,1.43,1.27,3.82,1.91,3.5,4.0
102,24,0,1,0,0.15,0.15,0.24,37.09,1.21,2.26,43.27,0.0,32.41,2.71,0.3,0.6,0.15,0.111,5.58,0.311,1.06,1.51,5.28,1.21,8.59,3.8
103,28,0,1,0,0.22,0.22,0.32,32.67,1.51,4.18,40.82,0.14,32.81,3.39,0.5,1.23,0.5,0.20600000000000002,6.35,0.28800000000000003,1.44,4.18,8.65,2.6,6.27,3.0
104,21,1,0,0,0.29,0.1,0.38,27.49,1.06,2.22,34.15,0.1,29.32,3.38,0.48,1.45,1.06,0.55,7.33,0.355,2.12,1.74,5.69,2.12,6.66,9.0
105,21,1,0,0,0.47,0.23,0.58,26.45,1.9,1.34,30.81,0.06,26.01,4.41,0.5,0.67,0.26,0.265,3.3,0.278,1.29,1.64,6.81,2.28,4.12,35.0
106,24,0,1,0,0.12,0.2,0.32,31.68,2.17,2.45,35.51,0.36,30.34,3.99,0.36,0.91,0.32,0.308,4.58,0.301,0.43,3.75,7.22,3.47,4.89,10.0
107,27,0,0,1,0.1,0.0,0.06,51.88,0.07,1.87,53.15,0.0,46.07,0.4,0.1,0.53,0.33,0.526,3.21,0.342,1.34,0.13,1.94,0.1,7.68,16.0
108,23,0,0,1,0.03,0.03,0.06,35.23,0.24,1.82,40.64,0.0,29.11,0.62,0.06,1.24,0.74,0.521,4.5,0.424,2.18,0.15,1.15,0.06,9.06,7.0
109,34,0,0,1,0.0,0.0,0.07,44.46,0.39,5.03,50.48,0.09,30.33,0.87,0.04,0.95,0.69,0.457,1.78,0.273,1.78,0.74,2.95,0.43,13.35,0.6
110,19,1,0,0,0.24,0.06,0.28,22.9,1.06,1.3,31.08,0.06,22.96,2.35,0.29,1.71,0.77,0.295,6.18,0.276,1.3,3.24,6.42,2.94,7.3,15.0
111,29,0,0,1,0.08,0.0,0.1,36.21,0.38,2.57,36.51,0.0,25.88,1.13,0.15,0.91,0.53,0.26899999999999996,3.62,0.264,2.19,1.43,6.19,0.83,8.6,6.0
112,24,0,1,0,0.04,0.04,0.06,48.63,0.58,3.99,57.11,0.07,41.48,1.27,0.07,1.2,0.69,0.311,4.97,0.259,1.49,0.65,4.5,1.05,11.68,7.5
113,32,0,1,0,0.15,0.15,0.21,73.15,1.17,7.08,79.28,0.42,67.66,2.54,0.42,1.44,1.02,0.314,5.94,0.297,2.04,0.57,5.04,0.76,7.84,13.0
114,24,0,0,1,0.06,0.0,0.07,21.6,0.44,2.15,25.4,0.0,13.62,1.2,0.06,1.52,0.82,0.371,3.99,0.26,2.91,0.44,1.52,0.95,9.5,2.5
115,22,1,0,0,0.21,0.1,0.38,9.85,0.84,0.84,15.72,0.0,8.38,1.78,0.31,0.42,0.1,0.14300000000000002,4.51,0.239,1.15,1.05,2.1,1.68,5.13,2.5
116,25,0,0,1,0.0,0.03,0.08,48.31,0.67,3.97,46.77,0.06,37.27,1.67,0.12,1.09,0.82,0.375,3.75,0.303,1.27,0.51,4.6,0.7,7.84,10.0
117,28,0,1,0,0.0,0.15,0.13,42.07,0.96,4.96,50.07,0.15,38.0,2.3,0.3,2.0,1.19,0.33299999999999996,7.41,0.331,1.78,1.78,5.11,1.93,10.89,20.0
118,31,1,0,0,0.22,0.15,0.27,10.73,0.82,0.64,18.81,0.07,8.67,1.38,0.3,0.52,0.49,0.25,4.19,0.20600000000000002,2.39,0.97,1.61,1.42,4.79,2.5
119,26,1,0,0,0.78,0.29,0.66,17.72,1.03,0.86,21.68,0.06,15.79,2.56,0.46,0.23,0.11,0.267,3.82,0.314,0.75,0.89,2.53,2.04,4.59,40.0
120,26,0,1,0,0.0,0.03,0.14,44.37,0.96,4.66,50.47,0.06,41.43,2.34,0.18,1.5,0.81,0.38,5.71,0.281,1.38,2.34,5.89,1.8,10.12,25.0
121,27,1,0,0,0.28,0.21,0.48,16.18,1.02,1.26,21.89,0.28,13.94,3.82,0.6,0.56,0.18,0.192,3.36,0.278,1.12,1.65,4.83,1.61,4.24,35.0
122,21,0,0,1,0.08,0.15,0.14,36.03,1.13,1.66,36.93,0.0,27.96,2.41,0.3,1.51,0.98,0.542,4.15,0.261,2.56,1.73,7.16,1.58,8.14,3.0
123,27,0,0,1,0.0,0.0,0.08,42.33,0.78,3.5,40.0,0.19,28.25,1.75,0.0,1.84,1.07,0.355,4.17,0.29100000000000004,2.04,0.39,3.4,0.87,5.15,3.5
124,26,1,0,0,0.2,0.41,0.54,20.34,2.04,0.75,23.67,0.0,17.07,3.54,0.75,0.27,0.34,0.556,2.52,0.266,0.54,1.02,2.59,1.16,3.33,15.0
125,22,1,0,0,0.53,0.08,0.44,13.62,0.75,0.38,20.47,0.08,13.47,2.33,0.6,0.15,0.08,0.16699999999999998,2.86,0.203,0.45,0.3,3.09,1.51,3.84,12.0
126,33,0,1,0,0.0,0.0,0.15,28.5,1.5,1.31,34.31,0.0,20.44,2.06,0.0,0.75,0.0,0.0,3.0,0.35600000000000004,2.81,0.38,3.19,1.13,7.31,0.3
127,25,0,0,1,0.03,0.03,0.06,67.3,0.35,4.72,70.77,0.0,61.39,0.67,0.06,0.67,0.29,0.375,2.83,0.35200000000000004,1.54,0.19,4.62,0.1,8.99,35.0
128,28,1,0,0,0.06,0.25,0.25,20.72,1.16,1.53,27.4,0.25,13.92,2.08,0.31,0.31,0.12,0.2,3.25,0.255,0.49,0.55,1.84,1.35,3.86,6.0
129,21,1,0,0,0.06,0.25,0.33,33.89,1.51,1.2,40.52,0.0,31.12,2.9,0.32,0.76,0.5,0.33299999999999996,2.71,0.188,1.83,0.95,6.88,1.01,5.68,6.5
130,29,1,0,0,0.22,0.22,0.49,15.06,0.96,1.04,24.78,0.0,11.87,2.45,0.37,0.82,0.37,0.2,5.12,0.28800000000000003,1.34,0.89,2.75,1.71,5.49,1.7
131,29,0,0,1,0.08,0.03,0.08,35.04,0.22,2.27,41.7,0.0,29.42,0.65,0.08,1.75,1.23,0.469,4.83,0.321,1.83,0.19,1.91,0.19,10.7,3.5
132,30,1,0,0,0.49,0.31,0.69,29.16,1.65,2.42,34.43,0.31,25.74,3.27,0.49,0.21,0.12,0.364,2.39,0.315,0.4,1.13,6.37,1.59,5.17,23.0
133,35,0,1,0,0.04,0.0,0.07,48.34,0.52,5.43,54.64,0.04,39.85,1.51,0.09,1.21,0.73,0.405,3.49,0.255,1.12,0.47,5.05,0.86,10.57,1.5
134,23,0,0,1,0.03,0.06,0.05,33.58,0.33,2.33,39.54,0.03,28.47,0.67,0.15,0.82,0.73,0.522,2.42,0.32799999999999996,2.03,0.27,3.12,0.27,6.9,6.0
135,27,0,0,1,0.0,0.18,0.23,66.04,1.86,4.63,69.5,0.02,53.67,3.01,0.31,0.67,0.76,0.515,2.94,0.305,1.48,0.74,6.78,0.58,9.45,65.0
136,32,1,0,0,0.15,0.15,0.3,33.28,1.06,1.82,39.63,0.3,27.53,2.72,0.61,1.21,0.61,0.28600000000000003,3.48,0.29100000000000004,1.06,0.91,6.35,3.18,5.75,4.0
